followers,genres,artist,popularity
100317.0,"['underground hip hop', 'vapor trap']",Father,52
214422.0,['pop virale italiano'],Astol,52
164570.0,"['bolero', 'ranchera']",Guadalupe Pineda,52
176461.0,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",Atlanta Rhythm Section,52
196018.0,"['francoton', 'pop urbaine']",T2R,52
294203.0,"['brazilian reggae', 'dub', 'reggae', 'roots reggae', 'ska']",Israel Vibration,52
156482.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",The Association,52
157590.0,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']",Graham Nash,52
129033.0,"['bubblegum pop', 'classic uk pop']",Bay City Rollers,52
129927.0,"['alternative rock', 'anti-folk', 'art rock', 'boston rock', 'indie rock', 'new wave', 'psychedelic rock', 'punk', 'punk blues']",The Modern Lovers,52
125432.0,"['dreamo', 'progressive jazz fusion', 'progressive post-hardcore']",The Dear Hunter,52
466199.0,"['dance pop', 'girl group', 'hip pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",Danity Kane,52
137692.0,['assamese pop'],Zubeen Garg,52
105321.0,['japanese r&b'],Taichi Mukai,52
190686.0,"['afro soul', 'south african hip hop', 'south african pop', 'south african trap']",A-Reece,52
279642.0,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Crime Mob,52
154335.0,['turkish hip hop'],Tahribad-ı İsyan,52
146411.0,"['atlanta punk', 'emo', 'neon pop punk', 'pop emo', 'pop punk']",Cartel,52
316772.0,"['pop punk', 'punk', 'skate punk']",Box Car Racer,52
268501.0,"['chicago rap', 'gangster rap', 'southern hip hop', 'trap']",Do Or Die,52
296226.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'oklahoma country']",Keith Anderson,52
121493.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'kentucky roots', 'modern country rock']",Ashley Monroe,52
146977.0,"['indie rock', 'power pop']",Nada Surf,52
266799.0,"['country', 'country road', 'country rock', 'southern rock']",Confederate Railroad,52
104226.0,"['indie anthem-folk', 'indie folk', 'stomp and holler', 'uk americana']",Matthew And The Atlas,52
180167.0,['comic'],Bill Wurtz,52
423974.0,"['atl hip hop', 'girl group', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",Cherish,52
141978.0,['operatic pop'],Dimash Kudaibergen,52
175003.0,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues']",Robert Cray,52
255858.0,"['alternative rock', 'art punk', 'art rock', 'experimental', 'indie rock', 'new wave', 'no wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'punk blues', 'rock']",Television,52
130839.0,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz']",Freddie Hubbard,52
114028.0,"['acoustic pop', 'indie cafe pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",Jon McLaughlin,52
369552.0,"['new romantic', 'new wave', 'new wave pop']",Boy George,52
167814.0,"['cantautor', 'spanish new wave', 'spanish pop']",Loquillo Y Los Trogloditas,52
153594.0,"['flamenco urbano', 'pop flamenco', 'rumba', 'spanish pop']",Decai,52
267418.0,"['deep southern trap', 'dirty south rap', 'gangster rap', 'nashville hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Starlito,52
112308.0,"['adult standards', 'classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']",Gino Vannelli,52
279838.0,['thai pop'],Tattoo Colour,52
321866.0,['gospel'],Hezekiah Walker,52
164180.0,"['anime', 'j-poprock', 'seiyu']",Nana Mizuki,52
105456.0,"['c-pop', 'cantopop']",Pakho Chau,52
587874.0,"['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",H-Town,52
145491.0,"['dutch pop', 'eurodance', 'europop', 'italian disco']",C.C. Catch,52
125432.0,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']",Groove Theory,52
176615.0,"['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Shanice,52
574459.0,"['arab alternative', 'egyptian alternative', 'egyptian hip hop', 'egyptian pop']",Cairokee,52
289830.0,"['neo soul', 'r&b', 'urban contemporary']",Leela James,52
106853.0,"['brostep', 'canadian electronic', 'complextro', 'dark clubbing', 'dubstep', 'edm', 'electro house', 'electro trash', 'electronic trap']",Black Tiger Sex Machine,52
544989.0,"['k-pop', 'k-pop girl group']",Girl's Day,52
154925.0,['conscious hip hop'],Flobots,52
147112.0,"['italian adult pop', 'italian alternative', 'italian metal', 'italian new wave']",Litfiba,52
107609.0,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'southern hip hop']",Camp Lo,52
109569.0,"['atl hip hop', 'pop rap', 'southern hip hop']",V.I.C.,52
172696.0,"['bolero', 'bolero mexicano']",Agustín Lara,52
321156.0,"['classic russian rock', 'russian alternative rock', 'russian folk rock', 'russian rock']",ДДТ,52
208473.0,"['bolero', 'cantautor', 'nueva cancion', 'pop romantico', 'ranchera', 'trova']",Alberto Cortez,52
176928.0,"['dance-punk', 'garage rock', 'garage rock revival', 'modern rock', 'new rave']",The Subways,52
164695.0,"['american folk revival', 'classic uk pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter']",Judy Collins,52
146641.0,"['mandopop', 'taiwan hip hop']",頑童Mj116,52
129442.0,['persian pop'],Amir Tataloo,52
118048.0,"['jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz', 'yacht rock']",Lee Ritenour,52
112110.0,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",Yellowman,52
199358.0,"['battle rap', 'nyc rap', 'rap', 'trap']",Uncle Murda,52
101517.0,"['classical tenor', 'opera', 'operatic pop']",José Carreras,52
288435.0,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",Cheo Feliciano,52
113951.0,"['carnaval cadiz', 'pop flamenco', 'rumba', 'spanish pop']",Los Chunguitos,52
606717.0,"['brazilian punk', 'brazilian rock', 'rock nacional brasileiro']",Ultraje a Rigor,52
179487.0,"['classical', 'early modern classical', 'german romanticism', 'post-romantic era']",Richard Strauss,52
126282.0,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']",Eric Hutchinson,52
133140.0,"['acoustic pop', 'anthem worship', 'ccm', 'christian pop', 'christian uplift', 'deep ccm', 'indiecoustica', 'roots worship', 'stomp and holler', 'world worship', 'worship']",John Mark McMillan,52
165430.0,"['bow pop', 'classic italian pop', 'italian adult pop']",Luca Carboni,52
112550.0,['canadian country'],Lennon & Maisy,52
100778.0,"['german pop', 'neo soul']",Lina,52
234599.0,['israeli pop'],Eliad,52
135727.0,"['drill francais', 'french hip hop', 'pop urbaine', 'rap francais']",Diddi Trix,52
129754.0,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']",Cómplices,52
422464.0,"['classic thai pop', 'thai pop']",Bird Thongchai,52
257067.0,"['country rap', 'dirty south rap', 'gangster rap', 'military rap', 'nashville hip hop', 'redneck']",Haystak,52
134771.0,['k-pop'],AleXa,52
101321.0,"['roots americana', 'texas country']",Reckless Kelly,52
166561.0,"['v-pop', 'vietnamese hip hop']",B Ray,52
132705.0,"['heartland rock', 'oklahoma country', 'outlaw country', 'red dirt', 'texas country']",Stoney LaRue,52
123892.0,"['contemporary country', 'country pop', 'country road', 'modern country rock']",Dylan Schneider,52
173283.0,['k-pop'],NCT 2020,52
229659.0,"['classic russian rock', 'russian punk', 'russian rock']",Agatha Christie,52
641181.0,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']",MC Menor Mr,52
144329.0,"['russian hip hop', 'russian rock']",25/17,52
165154.0,"['k-indie', 'k-pop', 'k-rap', 'korean pop', 'korean r&b']",CODE KUNST,52
610217.0,['batidao romantico'],Enzo Rabelo,52
325819.0,['k-pop'],KEY,52
541493.0,['thai pop'],Palmy,52
113647.0,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']",Mc Digo STC,52
240691.0,"['latin', 'latin arena pop', 'latin pop', 'puerto rican pop', 'tropical']",Ednita Nazario,52
249904.0,"['contemporary country', 'country', 'country road', 'modern country rock']",Phil Vassar,52
155754.0,['brazilian ccm'],Thiago Brado,52
142126.0,"['alt z', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'pop', 'vapor soul']",Transviolet,52
130154.0,['shimmer pop'],Wild Belle,52
115645.0,['new age'],Gregorian,52
507664.0,['v-pop'],Soobin Hoang Son,52
189609.0,"['k-pop', 'k-rap', 'korean r&b']",Tablo,52
201962.0,"['blues rock', 'classic rock', 'country rock', 'electric blues', 'jam band', 'modern blues', 'modern blues rock', 'rock', 'roots rock', 'southern rock']",Gov't Mule,52
104325.0,"['alt z', 'modern indie pop']",Abigail Barlow,52
146300.0,"['edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'sky room']",twoloud,52
124377.0,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'lilith', 'melancholia', 'new wave pop', 'roots rock', 'toronto indie']",Cowboy Junkies,52
424809.0,"['battle rap', 'hip pop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Cassidy,52
270358.0,"['atl hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",DJ ESCO,52
200121.0,['cumbia pop'],Dame 5,52
121871.0,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'r&b']",Asiahn,52
109990.0,"['turkish alternative', 'turkish modern jazz', 'turkish pop']",Tuna Kiremitçi,52
168960.0,"['alternative r&b', 'indie soul']",JMSN,52
113443.0,"['japanese metalcore', 'japanese punk rock', 'metalcore']",Crystal Lake,52
340920.0,"['adoracao', 'brazilian gospel']",Kemilly Santos,52
480588.0,['indonesian pop'],Feby Putri,52
830004.0,"['conscious hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'old school hip hop', 'rap', 'west coast rap']",Ice-T,52
104861.0,"['entehno', 'greek pop', 'laiko']",Natasa Theodoridou,52
381986.0,"['k-pop', 'k-pop girl group']",KARA,52
156242.0,['norteno'],Los Alegres De Teran,52
196900.0,"['pakistani folk', 'sufi']",Sabri Brothers,52
124394.0,"['acoustic pop', 'lilith']",Rachael Yamagata,52
151949.0,['cumbia pop'],Los Nota Lokos,52
840650.0,"['hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Lyfe Jennings,52
186596.0,"['neon pop punk', 'pop emo', 'pop punk']",Hellogoodbye,52
285587.0,"['electric bass', 'jazz', 'jazz fusion', 'jazz pop', 'neo soul', 'vocal jazz']",Esperanza Spalding,52
157132.0,"['mpb', 'viola caipira']",Renato Teixeira,52
118328.0,['cumbia villera'],Repiola,52
242197.0,"['chamame', 'folclore salteno', 'folklore argentino']",Jorge Rojas,52
240128.0,"['argentine rock', 'blues latinoamericano', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Memphis La Blusera,52
165552.0,"['anthem emo', 'easycore', 'pixie', 'pop punk']",This Wild Life,52
114127.0,"['dembow', 'dominican pop', 'rap dominicano', 'trap dominicano', 'trap latino']",Tali Goya,52
145828.0,"['argentine telepop', 'pop argentino']",Oriana,52
134616.0,"['bolero', 'classic colombian pop', 'cumbia', 'musica popular colombiana']",Alci Acosta,52
196407.0,"['neo mellow', 'neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'pop rock']",Jack's Mannequin,52
188494.0,"['cumbia andina mexicana', 'folclore jujeno', 'folklore argentino']",Los Tekis,52
244444.0,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",Pete Townshend,52
229536.0,"['axe', 'funk carioca', 'pagode']",É O Tchan,52
195364.0,['rap rock'],Deuce,52
257129.0,['europop'],Gary Barlow,52
182101.0,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",Betty Wright,52
330971.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Kapanga,52
122751.0,"['lithuanian hip hop', 'spanish hip hop']",Shotta,52
176048.0,"['electropop', 'escape room']",Kreayshawn,52
119740.0,"['jazz funk', 'jazz guitar', 'smooth jazz']",Earl Klugh,52
115895.0,"['cumbia', 'latin jazz', 'salsa', 'salsa colombiana', 'tropical']",The Latin Brothers,52
262793.0,"['j-pop', 'j-poprock']",CHEMISTRY,52
127430.0,"['contemporary jazz', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']",John Scofield,52
185227.0,"['alternative rock', 'cowpunk', 'grunge', 'post-hardcore', 'post-punk', 'punk', 'rock']",Meat Puppets,52
134337.0,"['galician rock', 'punk urbano', 'spanish punk']",Reincidentes,52
184915.0,"['classic italian pop', 'italian adult pop']",Stadio,52
143154.0,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion', 'soul jazz']",Art Blakey & The Jazz Messengers,52
116196.0,"['k-pop', 'k-pop boy group']",OnlyOneOf,52
163705.0,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']",Culture,52
166212.0,"['cumbia pop', 'cumbia villera']",La Base,52
114214.0,['indonesian pop'],Ariel NOAH,52
102398.0,['perreo'],Dj Peligro,52
139976.0,['indonesian pop'],Lyodra,52
108193.0,['new tribe'],Sílvia Pérez Cruz,52
152653.0,['brazilian reggae'],Edu Ribeiro,52
130846.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'reggae en espanol', 'rock en espanol', 'ska argentino']",Kameleba,52
304863.0,"['adoracion', 'latin christian', 'latin worship']",Esperanza de Vida,52
286531.0,"['flamenco', 'rumba', 'spanish pop']",Chambao,52
179641.0,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",Mary Jane Girls,52
130033.0,"['beat italiano', 'classic italian pop', 'italian adult pop']",Nomadi,52
173456.0,"['mod revival', 'new wave', 'new wave pop', 'northern irish punk', 'post-punk', 'pub rock', 'punk', 'uk post-punk']",The Undertones,52
115309.0,"['mariachi', 'ranchera']",Beatriz Adriana,52
116329.0,"['j-acoustic', 'j-pop', 'j-rock', 'japanese jazz fusion']",Ohashi Trio,52
236713.0,"['gothic metal', 'gothic symphonic metal', 'opera metal', 'symphonic metal']",Tarja,52
120768.0,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']",Ray Barretto,52
116432.0,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop']",PRXJEK,52
130570.0,"['alternative country', 'country rock', 'folk', 'outlaw country', 'roots rock', 'texas country']",Robert Earl Keen,52
398096.0,"['j-metal', 'japanese heavy metal', 'japanese power metal', 'visual kei']",X JAPAN,52
126993.0,"['afrofuturism', 'british soul', 'neo soul']",Laura Mvula,52
228438.0,"['dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'punk blues', 'rock', 'southampton indie']",Band Of Skulls,52
239178.0,"['bounce', 'deep southern trap', 'dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop', 'trap']",Soulja Slim,52
219667.0,"['bossa nova', 'brazilian soul', 'mpb', 'pagode', 'samba', 'velha guarda']",Emílio Santiago,52
247736.0,"['battle rap', 'hardcore hip hop']",Papoose,52
129459.0,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",Pat Boone,52
101231.0,"['gospel', 'praise']",Todd Dulaney,52
204697.0,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",Sonora Ponceña,52
128142.0,"['j-pop', 'japanese new wave']",Anzen Chitai,52
168795.0,"['psychedelic doom', 'sludge metal', 'stoner metal', 'stoner rock']",The Sword,52
250769.0,"['bossa nova', 'choro', 'mpb', 'pagode', 'samba', 'velha guarda', 'violao']",João Bosco,52
127112.0,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop', 'underground rap']",Sean Price,52
295337.0,"['album rock', 'glam metal', 'hard rock', 'rock']",Lita Ford,52
176904.0,['grupera'],Bronco El Gigante de America,52
107763.0,"['christian hip hop', 'christian trap']",FLAME,52
136609.0,"['banda carnavalera', 'nuevo regional mexicano', 'regional mexican']",La Inolvidable Banda Agua De La Llave,52
172666.0,"['cantautor', 'nueva cancion', 'pop romantico', 'rock nacional', 'trova']",Piero,52
133088.0,"['latin classical', 'nueva cancion', 'tango']",Carlos Gardel,52
141836.0,"['bolero mexicano', 'mexican rock-and-roll', 'ranchera']",Marco Antonio Muñiz,52
148920.0,"['argentine rock', 'rock en espanol', 'rock nacional']",Cacho Castaña,52
170098.0,"['celtic rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'scottish rock']",Big Country,52
659098.0,"['chutney', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']",R. D. Burman,52
102989.0,['classic j-rock'],Shogo Hamada,52
136759.0,"['entehno', 'greek pop', 'laiko']",Dimitris Mitropanos,52
116973.0,"['art pop', 'art rock', 'classic uk pop', 'experimental', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'pub rock', 'synthpop', 'zolo']",Sparks,52
267488.0,"['banda', 'banda carnavalera', 'corrido', 'nuevo regional mexicano', 'regional mexican', 'tamborazo']",La Numero 1 Banda Jerez De Marco A. Flores,52
124199.0,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",Jason Gray,52
242395.0,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",Ismael Miranda,52
587855.0,"['arabesk', 'deep turkish pop', 'turkish folk', 'turkish pop', 'turkish trap pop']",Ferhat Göçer,52
202882.0,"['alternative rock', 'art rock', 'experimental', 'industrial', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']",Public Image Ltd.,52
804325.0,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",Tamar Braxton,52
171773.0,"['alternative metal', 'christian rock', 'pop emo', 'screamo']",Framing Hanley,52
429664.0,['gospel'],Tamela Mann,52
529319.0,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Shai,52
210285.0,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Oscar Cortez,52
441943.0,"['brazilian gospel', 'gospel antigas']",Shirley Carvalhaes,52
115702.0,"['k-pop', 'korean pop']",Kim Na Young,52
248568.0,"['filmi', 'indian folk', 'indian rock', 'kannada pop']",Raghu Dixit,52
107053.0,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",Arley Perez,52
162471.0,"['folk-pop', 'indian indie']",When Chai Met Toast,52
268663.0,"['swedish electropop', 'swedish pop']",Den svenska björnstammen,52
372613.0,"['desi pop', 'haryanvi pop', 'punjabi pop']",R Nait,52
1386961.0,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Munhoz & Mariano,52
221867.0,"['classic j-rock', 'j-pop', 'j-rock']",Elephant Kashimashi,52
164304.0,"['alternative rock', 'art pop', 'chamber pop', 'dream pop', 'duluth indie', 'freak folk', 'indie rock', 'melancholia', 'slowcore']",Low,52
653873.0,['vallenato'],Kaleth Morales,52
141301.0,"['classic opm', 'opm', 'pinoy hip hop']",Andrew E.,52
182691.0,"['alternative rock', 'art pop', 'art rock', 'britpop', 'freak folk', 'noise pop', 'nu gaze', 'shoegaze']",Spiritualized,52
155542.0,"['grime', 'uk hip hop']",Lethal Bizzle,52
354824.0,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican']",Adan Chalino Sanchez,52
165256.0,"['russian drill', 'russian hip hop', 'russian trap']",May Wave$,52
119378.0,['contemporary vocal jazz'],Angelina Jordan,52
155568.0,"['classic opm', 'opm']",Aegis,52
150143.0,"['desi hip hop', 'desi pop', 'punjabi pop']",Navv Inder,52
196430.0,"['edm', 'pop dance', 'progressive electro house', 'swedish pop']",Nause,52
296566.0,"['j-pop', 'j-pop boy group', 'japanese dance pop', 'okinawan pop']",DA PUMP,52
228754.0,"['j-pop', 'japanese r&b']",Crystal Kay,52
196729.0,"['big beat', 'drill and bass', 'electronica', 'intelligent dance music', 'jazztronica', 'ninja', 'nu jazz', 'trip hop', 'wonky']",Amon Tobin,52
131154.0,"['folk metal', 'german metal', 'german pagan metal', 'melodic death metal', 'power metal', 'viking metal']",Equilibrium,52
269829.0,"['classic j-pop', 'j-pop']",globe,52
157260.0,"['chanson', 'french garage rock', 'french indie pop', 'french pop', 'french rock']",BB Brunes,52
217459.0,['k-pop'],HYO,52
176816.0,"['arabic hip hop', 'rap maroc']",LFERDA,52
456225.0,"['desi pop', 'punjabi pop']",Tarsem Jassar,52
170486.0,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']",Tex Tex,52
204609.0,"['pop rock', 'post-grunge']",Dishwalla,52
127592.0,"['tejano', 'tex-mex']",Costumbre,52
100103.0,['synthwave'],Magic Sword,52
190320.0,"['screamo', 'trancecore']",Attack Attack!,52
157550.0,"['german hip hop', 'german pop', 'indie deutschrap']",Die Orsons,52
209629.0,['tamil pop'],Sam C.S.,52
186100.0,"['alternative dance', 'dance-punk', 'electroclash', 'electronica', 'escape room', 'new rave']",Peaches,52
112323.0,['turkish hip hop'],Fuat,52
154639.0,['brazilian ccm'],Eliana Ribeiro,52
176337.0,['reggaeton'],Xantos,52
258551.0,"['britpop', 'madchester', 'warrington indie']",Ian Brown,52
136770.0,"['german heavy metal', 'german metal', 'hard rock', 'metal', 'power metal']",U.D.O.,52
196086.0,['indonesian pop'],Sheryl Sheinafia,52
157557.0,"['alternative rock', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",The Walkmen,52
306298.0,['indonesian pop'],Jikustik,52
530956.0,"['adoracao', 'brazilian gospel']",David Quinlan,52
110551.0,"['azeri pop', 'russian dance', 'russian dance pop', 'russian hip hop', 'russian pop']",Bahh Tee,52
212268.0,"['downtempo', 'livetronica', 'new tribe', 'psychedelic trance', 'psychill']",Shpongle,52
160795.0,"['electro dub', 'french reggae']",Danakil,52
220464.0,"['latin christian', 'latin worship', 'rap cristiano']",Manny Montes,52
111792.0,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",Skott,52
183034.0,"['indonesian alternative rock', 'indonesian indie', 'indonesian pop', 'indonesian rock']",The SIGIT,52
201935.0,"['blues rock', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']",The Black Angels,52
114677.0,"['nasheed', 'nasyid', 'sholawat']",Raihan,52
329264.0,"['pop punk', 'punk', 'skate punk']",+44,52
212220.0,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",Lincoln Brewster,52
207571.0,"['eurovision', 'russian dance pop', 'russian pop']",Dima Bilan,52
934419.0,"['post-teen pop', 'viral pop']",Miranda Cosgrove,52
203697.0,"['latin christian', 'latin worship', 'musica cristiana guatemalteca']",Rabito,52
110802.0,['hardcore punk'],Turnstile,52
142691.0,"['brazilian rock', 'mpb', 'musica infantil', 'nova mpb', 'rock alternativo brasileiro', 'rock mineiro', 'rock nacional brasileiro']",Pato Fu,52
299249.0,"['adoracao', 'brazilian gospel']",Ana Paula Valadão,52
205905.0,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Edguy,52
128315.0,"['deep disco house', 'melodic techno', 'organic house', 'swiss house', 'tech house']",Adriatique,52
278129.0,"['classic russian rock', 'russian rock', 'ukrainian indie', 'ukrainian pop', 'ukrainian rock']",Okean Elzy,52
227781.0,"['latin metal', 'power metal', 'rock en espanol', 'spanish metal']",Tierra Santa,52
122076.0,"['german metal', 'german rock', 'hurdy-gurdy', 'medieval folk', 'medieval rock']",Schandmaul,52
104304.0,"['mandopop', 'taiwan hip hop']",玖壹壹,52
292063.0,"['alternative dance', 'chillwave', 'dance-punk', 'denton tx indie', 'dream pop', 'experimental pop', 'indie pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave', 'nu gaze', 'shimmer pop']",Neon Indian,52
139178.0,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",Smif-N-Wessun,52
151592.0,"['arabic hip hop', 'rap maroc']",Madd,52
194358.0,"[""canzone d'autore"", 'folk rock italiano', 'italian adult pop', 'italian alternative']",Vinicio Capossela,52
130573.0,['vocaloid'],MARY,52
159057.0,"['chinese indie', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",Cheer Chen,52
138919.0,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan punk']",No Party For Cao Dong,52
198779.0,"['alternative metal', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock']",Body Count,52
175241.0,"['europop', 'italian adult pop']",Gemelli Diversi,52
276185.0,"['j-pop', 'japanese singer-songwriter']",Ai Otsuka,52
280428.0,"['francoton', 'french pop']",Shy'm,52
155665.0,"['alternative rock', 'britpop', 'dream pop', 'new wave', 'noise pop', 'nu gaze', 'oxford indie', 'shoegaze']",Ride,52
134453.0,"['art pop', 'art rock', 'chamber pop', 'electronica', 'indie rock', 'melancholia', 'nottingham indie']",Tindersticks,52
160124.0,"['dance pop', 'grime', 'pop dance']",Tinchy Stryder,52
102672.0,['rap chileno'],Gran Rah,52
111162.0,"['alternative rock', 'anti-folk', 'art rock', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie']",The Microphones,52
267296.0,['j-pop'],m-flo,52
320518.0,['opm'],Jimmy Bondoc,52
484180.0,"['adoracao', 'brazilian gospel']",Soraya Moraes,52
181813.0,['brazilian ccm'],Anjos de Resgate,52
252061.0,"['arabic hip hop', 'moroccan pop', 'rap maroc']",Dizzy DROS,52
139116.0,"['american post-rock', 'compositional ambient', 'post-rock']",The Album Leaf,52
170769.0,"['czech pop', 'czech rock']",Chinaski,52
124196.0,"['brazilian rock', 'pop rock brasileiro']",Ls Jack,52
218481.0,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'musique touareg', 'tuareg guitar', 'western saharan folk', 'world']",Tinariwen,52
221855.0,"['alternative dance', 'dance-punk', 'electronica', 'indie rock', 'modern rock', 'new rave']",The Rapture,52
200020.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",MRC,52
220944.0,"['fado', 'portuguese pop']",Mariza,52
159628.0,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']","Mario ""El Cachorro"" Delgado",52
118868.0,['rap maroc'],Draganov,52
184390.0,"['grupera', 'mexican rock-and-roll']",Grupo Yndio,52
101981.0,"['chilean rock', 'cumbia chilena', 'cumbia ranchera']",La Noche,52
196615.0,"['classic italian pop', 'europop', 'italian adult pop']",Marco Masini,52
247038.0,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",Smile Empty Soul,52
