year,category,nominee,workers,artists,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo
1968,Best Contemporary Female Solo Vocal Performance,Ode To Billie Joe,,"['Nancy Wilson', 'Sweet']",0.612,0.7829999999999999,0.418,319067,0.531,2.11e-06,0.127,-11.441,44,0.1,94.066
1968,Best Arrangement Accompanying Vocalist(s) Or Instrumentalist(s),Ode To Billie Joe,"Jimmie Haskell, arranger (Bobbie Gentry)","['Nancy Wilson', 'Sweet']",0.612,0.7829999999999999,0.418,319067,0.531,2.11e-06,0.127,-11.441,44,0.1,94.066
1968,"Best Vocal Performance, Male",By The Time I Get To Phoenix,,['Bobby Goldsboro'],0.308,0.795,0.245,165000,0.214,0.0199,0.147,-16.531,29,0.0311,177.095
1968,"Best Vocal Performance, Male",By The Time I Get To Phoenix,,['Engelbert Humperdinck'],0.208,0.708,0.4270000000000001,188773,0.282,0.0,0.162,-13.652,30,0.0272,79.95
1968,"Best Vocal Performance, Male",By The Time I Get To Phoenix,,['Frank Sinatra'],0.229,0.902,0.272,234560,0.0859,0.0101,0.119,-24.018,24,0.0335,136.725
1968,Best Contemporary Male Solo Vocal Performance,By The Time I Get To Phoenix,,['Bobby Goldsboro'],0.308,0.795,0.245,165000,0.214,0.0199,0.147,-16.531,29,0.0311,177.095
1968,Best Contemporary Male Solo Vocal Performance,By The Time I Get To Phoenix,,['Engelbert Humperdinck'],0.208,0.708,0.4270000000000001,188773,0.282,0.0,0.162,-13.652,30,0.0272,79.95
1968,Best Contemporary Male Solo Vocal Performance,By The Time I Get To Phoenix,,['Frank Sinatra'],0.229,0.902,0.272,234560,0.0859,0.0101,0.119,-24.018,24,0.0335,136.725
1968,Best Score From An Original Cast Show Album,Cabaret,"Fred Ebb & John Kander, composers; Goddard Lieberson, producer (Joel Grey, Lotte Lenya, Jill Haworth, Jack Gilford , Bert Convy)",['Herb Alpert & The Tijuana Brass'],0.7929999999999999,0.8959999999999999,0.768,161200,0.343,0.873,0.105,-13.969,28,0.04,84.896
1968,Best Folk Performance,Gentle On My Mind,,"['Bobbie Gentry', 'Glen Campbell']",0.81,0.511,0.614,190707,0.509,0.0,0.113,-12.19,41,0.0328,112.697
1968,Best Folk Performance,Gentle On My Mind,,['Frank Sinatra'],0.466,0.682,0.395,201693,0.216,0.0,0.135,-18.217,27,0.0307,92.574
1968,Best Folk Performance,Gentle On My Mind,,['Tammy Wynette'],0.609,0.108,0.621,194293,0.435,2.63e-05,0.114,-13.121,26,0.0367,105.291
1968,Best Folk Performance,Gentle On My Mind,,['Waylon Jennings'],0.532,0.541,0.535,185600,0.481,1.44e-05,0.0716,-11.709,18,0.0356,102.574
1968,Best Country & Western Recording,Gentle On My Mind,,"['Bobbie Gentry', 'Glen Campbell']",0.81,0.511,0.614,190707,0.509,0.0,0.113,-12.19,41,0.0328,112.697
1968,Best Country & Western Recording,Gentle On My Mind,,['Frank Sinatra'],0.466,0.682,0.395,201693,0.216,0.0,0.135,-18.217,27,0.0307,92.574
1968,Best Country & Western Recording,Gentle On My Mind,,['Tammy Wynette'],0.609,0.108,0.621,194293,0.435,2.63e-05,0.114,-13.121,26,0.0367,105.291
1968,Best Country & Western Recording,Gentle On My Mind,,['Waylon Jennings'],0.532,0.541,0.535,185600,0.481,1.44e-05,0.0716,-11.709,18,0.0356,102.574
1968,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,,"['Bobbie Gentry', 'Glen Campbell']",0.81,0.511,0.614,190707,0.509,0.0,0.113,-12.19,41,0.0328,112.697
1968,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,,['Frank Sinatra'],0.466,0.682,0.395,201693,0.216,0.0,0.135,-18.217,27,0.0307,92.574
1968,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,,['Tammy Wynette'],0.609,0.108,0.621,194293,0.435,2.63e-05,0.114,-13.121,26,0.0367,105.291
1968,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,,['Waylon Jennings'],0.532,0.541,0.535,185600,0.481,1.44e-05,0.0716,-11.709,18,0.0356,102.574
1968,Best Country & Western Song,Gentle On My Mind,"John Hartford, songwriter (John Hartford)","['Bobbie Gentry', 'Glen Campbell']",0.81,0.511,0.614,190707,0.509,0.0,0.113,-12.19,41,0.0328,112.697
1968,Best Country & Western Song,Gentle On My Mind,"John Hartford, songwriter (John Hartford)",['Frank Sinatra'],0.466,0.682,0.395,201693,0.216,0.0,0.135,-18.217,27,0.0307,92.574
1968,Best Country & Western Song,Gentle On My Mind,"John Hartford, songwriter (John Hartford)",['Tammy Wynette'],0.609,0.108,0.621,194293,0.435,2.63e-05,0.114,-13.121,26,0.0367,105.291
1968,Best Country & Western Song,Gentle On My Mind,"John Hartford, songwriter (John Hartford)",['Waylon Jennings'],0.532,0.541,0.535,185600,0.481,1.44e-05,0.0716,-11.709,18,0.0356,102.574
1968,"Best Country & Western Performance Duet, Trio Or Group (Vocal Or Instrumental)",Jackson,,"['Nancy Sinatra', 'Lee Hazlewood']",0.936,0.308,0.601,169013,0.8540000000000001,0.0,0.0947,-5.8370000000000015,44,0.0656,141.395
1967,Best Performance By A Vocal Group,A Man And A Woman,,['James Last'],0.488,0.818,0.389,162707,0.3,0.939,0.115,-14.656,45,0.0298,149.192
1967,Best Performance By A Vocal Group,A Man And A Woman,,['Walter Wanderley Trio'],0.906,0.75,0.388,151733,0.501,0.642,0.114,-15.55,17,0.0327,163.751
1967,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,,['Wes Montgomery'],0.612,0.815,0.61,188000,0.417,0.5920000000000001,0.166,-12.675,31,0.0282,137.909
1967,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,,['Joan Baez'],0.446,0.957,0.413,140533,0.134,0.0,0.0841,-16.023,35,0.0443,141.186
1967,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,,['Richie Havens'],0.8009999999999999,0.383,0.62,162533,0.508,0.0,0.362,-14.035,20,0.126,128.178
1967,Best Country & Western Recording,Almost Persuaded,,['Tammy Wynette'],0.228,0.95,0.388,176000,0.163,0.000117,0.165,-16.047,29,0.0352,130.792
1967,"Best Country & Western Vocal Performance, Male",Almost Persuaded,,['Tammy Wynette'],0.228,0.95,0.388,176000,0.163,0.000117,0.165,-16.047,29,0.0352,130.792
1967,Best Country & Western Song,Almost Persuaded,"Billy Sherrill & Glenn Sutton, songwriters (David Houston)",['Tammy Wynette'],0.228,0.95,0.388,176000,0.163,0.000117,0.165,-16.047,29,0.0352,130.792
1966,"Best Vocal Performance, Male",It Was A Very Good Year,,['Gábor Szabó'],0.315,0.727,0.5760000000000001,167160,0.371,0.424,0.116,-10.064,18,0.0385,97.821
1966,Best Arrangement Accompanying A Vocalist Or Instrumentalist,It Was A Very Good Year,"Gordon Jenkins, arranger (Frank Sinatra)",['Gábor Szabó'],0.315,0.727,0.5760000000000001,167160,0.371,0.424,0.116,-10.064,18,0.0385,97.821
1966,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,"The ""In"" Crowd",,['The Mamas & The Papas'],0.546,0.6940000000000001,0.517,192493,0.53,0.0,0.206,-11.765,34,0.0347,118.561
1966,Best Contemporary (R&R) Single,King Of The Road,,['The Ray Conniff Singers'],0.894,0.765,0.6940000000000001,141973,0.332,0.0,0.149,-14.832,21,0.032,127.523
1966,Best Contemporary (R&R) Vocal Performance - Male,King Of The Road,,['The Ray Conniff Singers'],0.894,0.765,0.6940000000000001,141973,0.332,0.0,0.149,-14.832,21,0.032,127.523
1966,Best Country & Western Single,King Of The Road,,['The Ray Conniff Singers'],0.894,0.765,0.6940000000000001,141973,0.332,0.0,0.149,-14.832,21,0.032,127.523
1966,Best Country & Western Vocal Performance - Male,King Of The Road,,['The Ray Conniff Singers'],0.894,0.765,0.6940000000000001,141973,0.332,0.0,0.149,-14.832,21,0.032,127.523
1966,Best Country & Western Song,King Of The Road,"Roger Miller, songwriter (Roger Miller)",['The Ray Conniff Singers'],0.894,0.765,0.6940000000000001,141973,0.332,0.0,0.149,-14.832,21,0.032,127.523
1966,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),Flowers On The Wall,,['Nancy Sinatra'],0.8029999999999999,0.7240000000000001,0.6579999999999999,161097,0.409,0.0,0.0881,-10.319,32,0.0365,94.806
1965,Song Of The Year,"Hello, Dolly!","Jerry Herman, songwriter (Louis Armstrong)",['Frank Sinatra'],0.69,0.7659999999999999,0.568,165933,0.6,0.0,0.224,-10.991,18,0.0526,91.896
1965,"Best Vocal Performance, Male","Hello, Dolly!",,['Frank Sinatra'],0.69,0.7659999999999999,0.568,165933,0.6,0.0,0.224,-10.991,18,0.0526,91.896
1965,"Best Vocal Performance, Female",People,,['Chico Hamilton'],0.434,0.87,0.762,366560,0.415,0.7559999999999999,0.109,-12.421,14,0.0538,106.086
1965,Best Accompaniment Arrangement For Vocalist(s) Or Instrumentalist(s),People,"Peter Matz, arranger (Barbra Streisand)",['Chico Hamilton'],0.434,0.87,0.762,366560,0.415,0.7559999999999999,0.109,-12.421,14,0.0538,106.086
1965,Best Album Cover- Other Than Classical,People,"Don Bronstein, photographer; Bob (Robert) Cato, art director (Barbra Streisand)",['Chico Hamilton'],0.434,0.87,0.762,366560,0.415,0.7559999999999999,0.109,-12.421,14,0.0538,106.086
1965,Best Country & Western Single,Dang Me,,['Roger Miller'],0.8759999999999999,0.8759999999999999,0.706,109067,0.465,1.15e-05,0.0536,-9.398,34,0.0437,93.215
1965,Best Country & Western Vocal Performance - Male,Dang Me,,['Roger Miller'],0.8759999999999999,0.8759999999999999,0.706,109067,0.465,1.15e-05,0.0536,-9.398,34,0.0437,93.215
1965,Best Country & Western Song,Dang Me,"Roger Miller, songwriter (Roger Miller)",['Roger Miller'],0.8759999999999999,0.8759999999999999,0.706,109067,0.465,1.15e-05,0.0536,-9.398,34,0.0437,93.215
1965,Best Country & Western Vocal Performance - Female,Here Comes My Baby,,['Dean Martin'],0.362,0.939,0.335,197373,0.121,0.000102,0.122,-15.069,15,0.0309,104.24
1964,Record Of The Year,Days Of Wine And Roses,,['Oscar Peterson Trio'],0.659,0.599,0.602,163160,0.297,0.0227,0.141,-14.329,40,0.0356,153.487
1964,Record Of The Year,Days Of Wine And Roses,,['Frank Sinatra'],0.63,0.6559999999999999,0.66,135507,0.26,0.0,0.185,-13.853,37,0.0341,124.893
1964,Song Of The Year,Days Of Wine And Roses,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",['Oscar Peterson Trio'],0.659,0.599,0.602,163160,0.297,0.0227,0.141,-14.329,40,0.0356,153.487
1964,Song Of The Year,Days Of Wine And Roses,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",['Frank Sinatra'],0.63,0.6559999999999999,0.66,135507,0.26,0.0,0.185,-13.853,37,0.0341,124.893
1964,Best Background Arrangement (Behind vocalist or instrumentalist),Days Of Wine And Roses,"Henry Mancini, arranger (Henry Mancini)",['Oscar Peterson Trio'],0.659,0.599,0.602,163160,0.297,0.0227,0.141,-14.329,40,0.0356,153.487
1964,Best Background Arrangement (Behind vocalist or instrumentalist),Days Of Wine And Roses,"Henry Mancini, arranger (Henry Mancini)",['Frank Sinatra'],0.63,0.6559999999999999,0.66,135507,0.26,0.0,0.185,-13.853,37,0.0341,124.893
1964,"Best Vocal Performance, Male",Wives And Lovers,,"['Frank Sinatra', 'Count Basie']",0.523,0.551,0.645,168267,0.286,0.0,0.0878,-14.586,21,0.0486,125.481
1964,Best Instrumental Arrangement,I Can't Stop Loving You,"Quincy Jones, arranger (Count Basie)","['Frank Sinatra', 'Count Basie']",0.371,0.5660000000000001,0.513,179667,0.324,1.7e-06,0.116,-13.01,24,0.035,80.046
1964,Best Instrumental Arrangement,I Can't Stop Loving You,"Quincy Jones, arranger (Count Basie)","['Chet Atkins', 'Hank Snow']",0.5539999999999999,0.893,0.708,145053,0.205,0.8,0.0916,-14.65,22,0.03,96.945
1964,Best Performance By A Vocal Group,Blowin' In The Wind,,['Sam Cooke'],0.674,0.229,0.52,178653,0.425,0.0,0.416,-11.395,27,0.108,94.669
1964,Best Folk Recording,Blowin' In The Wind,,['Sam Cooke'],0.674,0.229,0.52,178653,0.425,0.0,0.416,-11.395,27,0.108,94.669
1964,Best Score From An Original Cast Show Album,She Loves Me,"Jerry Bock & Sheldon Harnick, composers (Barbara Cook, Barbara Baxley, Jack Cassidy, Daniel Massey, Nathaniel Frey, Ralph Williams, Jo Wilder)",['Jack Jones'],0.594,0.477,0.487,162547,0.288,0.0,0.4320000000000001,-12.411,15,0.038,88.397
1963,Record Of The Year,I Left My Heart In San Francisco,,['Julie London'],0.138,0.865,0.204,171893,0.197,0.00384,0.135,-14.57,27,0.0297,89.02799999999998
1963,"Best Solo Vocal Performance, Male",I Left My Heart In San Francisco,,['Julie London'],0.138,0.865,0.204,171893,0.197,0.00384,0.135,-14.57,27,0.0297,89.02799999999998
1963,Best Background Arrangement,I Left My Heart In San Francisco,"Marty Manning, arranger (Tony Bennett)",['Julie London'],0.138,0.865,0.204,171893,0.197,0.00384,0.135,-14.57,27,0.0297,89.02799999999998
1963,Best Instrumental Theme,A Taste Of Honey,"Ric Marlow & Bobby Scott, composers (Eddie Cano)",['Julie London'],0.25,0.8540000000000001,0.347,202347,0.3670000000000001,0.0,0.271,-11.152,29,0.0286,106.857
1963,Best Instrumental Theme,A Taste Of Honey,"Ric Marlow & Bobby Scott, composers (Eddie Cano)",['Quincy Jones'],0.598,0.624,0.615,154613,0.31,0.62,0.402,-13.734000000000002,21,0.0289,121.286
1963,Best Instrumental Theme,A Taste Of Honey,"Ric Marlow & Bobby Scott, composers (Eddie Cano)",['Barbra Streisand'],0.172,0.985,0.256,170600,0.0289,0.000117,0.141,-24.438,16,0.0428,133.467
1963,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,,['Antônio Carlos Jobim'],0.402,0.5660000000000001,0.581,164133,0.187,0.417,0.12,-20.84800000000001,35,0.0321,139.065
1963,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,,['Quincy Jones'],0.885,0.433,0.6609999999999999,174667,0.457,0.0,0.146,-11.992,21,0.0595,96.645
1963,Best Original Jazz Composition,Cast Your Fate To The Wind,"Vince Guaraldi, composer (Vince Guaraldi Trio)",['Quincy Jones'],0.293,0.856,0.515,164653,0.261,0.551,0.103,-16.024,21,0.0343,123.114
1963,Best Performance By A Vocal Group,If I Had A Hammer,,['Martha Reeves & The Vandellas'],0.965,0.728,0.43,135907,0.82,0.0272,0.321,-6.325,16,0.0672,173.465
1963,Best Folk Recording,If I Had A Hammer,,['Martha Reeves & The Vandellas'],0.965,0.728,0.43,135907,0.82,0.0272,0.321,-6.325,16,0.0672,173.465
1963,Best Rock & Roll Recording,Alley Cat,,['Chet Atkins'],0.615,0.8340000000000001,0.88,140773,0.304,0.9,0.0756,-13.821,28,0.0483,119.265
1963,Best Rhythm & Blues Recording,I Can't Stop Loving You,,['Boots Randolph'],0.407,0.79,0.424,183467,0.352,0.924,0.078,-11.177,13,0.0326,102.384
1963,Best Rhythm & Blues Recording,I Can't Stop Loving You,,['Johnny Tillotson'],0.377,0.594,0.461,162393,0.309,0.0,0.33,-10.319,12,0.0271,81.469
1962,Record Of The Year,Moon River,,['Al Caiola'],0.762,0.909,0.555,155117,0.474,0.429,0.36,-10.162,23,0.0337,106.387
1962,Record Of The Year,Moon River,,['Percy Faith & His Orchestra'],0.105,0.8340000000000001,0.149,207640,0.35,0.555,0.0919,-12.632,9,0.0327,82.70200000000001
1962,Song Of The Year,Moon River,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",['Al Caiola'],0.762,0.909,0.555,155117,0.474,0.429,0.36,-10.162,23,0.0337,106.387
1962,Song Of The Year,Moon River,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",['Percy Faith & His Orchestra'],0.105,0.8340000000000001,0.149,207640,0.35,0.555,0.0919,-12.632,9,0.0327,82.70200000000001
1962,Best Arrangement,Moon River,"Henry Mancini, arranger (Henry Mancini)",['Al Caiola'],0.762,0.909,0.555,155117,0.474,0.429,0.36,-10.162,23,0.0337,106.387
1962,Best Arrangement,Moon River,"Henry Mancini, arranger (Henry Mancini)",['Percy Faith & His Orchestra'],0.105,0.8340000000000001,0.149,207640,0.35,0.555,0.0919,-12.632,9,0.0327,82.70200000000001
1962,Best Rock & Roll Recording,Let's Twist Again,,['Chubby Checker'],0.976,0.017,0.64,143613,0.634,4.4e-06,0.0449,-9.202,41,0.0376,162.127
1961,"Best Vocal Performance Single Record Or Track, Male",Georgia On My Mind,,['Brenda Lee'],0.273,0.7759999999999999,0.41,219147,0.191,0.00334,0.0978,-9.031,11,0.0288,94.841
1961,Best Performance By A Pop Single Artist,Georgia On My Mind,,['Brenda Lee'],0.273,0.7759999999999999,0.41,219147,0.191,0.00334,0.0978,-9.031,11,0.0288,94.841
1961,Best Sound Track Album Or Recording Of Music Score From Motion Picture Or Television,Exodus,"Ernest Gold, composer (Ernest Gold)",['Percy Faith & His Orchestra'],0.219,0.544,0.209,192960,0.19,0.429,0.0761,-14.729,17,0.0357,107.787
1961,Best Sound Track Album Or Recording Of Music Score From Motion Picture Or Television,Exodus,"Ernest Gold, composer (Ernest Gold)",['Eddie Harris'],0.447,0.5479999999999999,0.555,403424,0.345,1.6800000000000002e-05,0.0799,-12.495,11,0.0286,116.462
1961,Best Sound Track Album Or Recording Of Music Score From Motion Picture Or Television,Exodus,"Ernest Gold, composer (Ernest Gold)",['Tito Rodriguez & His Orchestra'],0.7909999999999999,0.457,0.643,158960,0.292,0.7829999999999999,0.0695,-11.153,6,0.0334,98.727
1960,"Best Vocal Performance, Female",But Not For Me,,['Julie London'],0.4320000000000001,0.753,0.496,144373,0.182,6.500000000000001e-05,0.364,-13.614,14,0.041,118.169
1960,"Best Vocal Performance, Female",But Not For Me,,['Sun Ra'],0.6679999999999999,0.863,0.526,245044,0.368,0.00197,0.105,-13.509,10,0.0512,112.379
1959,Best Performance By A Vocal Group Or Chorus,That Old Black Magic,,['Oscar Peterson'],0.562,0.939,0.481,179027,0.384,0.902,0.113,-17.23,15,0.032,104.309
1959,"Best Sound Track Album, Dramatic Picture Score Or Original Cast",Gigi,,['André Previn'],0.122,0.98,0.43,339707,0.0218,0.933,0.0779,-29.4,16,0.0426,124.857
