artists,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,popularity
Nightnoise,0.181,0.978,0.162,192308.0,0.148,0.313,0.0682,-17.944000000000006,0.0413,168.201,29.0
Stevie Ray Vaughan And Double Trouble with Jeff Beck,0.345,0.000989,0.3229999999999999,327987.0,0.8640000000000001,0.904,0.986,-9.022,0.0713,94.563,29.0
B. B. & Q. Band,0.975,0.0827,0.868,347800.0,0.682,0.0264,0.0427,-6.601,0.0539,109.484,29.0
Colosseum,0.289,0.0211,0.401,264507.0,0.98,3.37e-05,0.152,-5.0310000000000015,0.333,115.302,29.0
Pat Kelly,0.494,0.308,0.746,163527.0,0.278,0.016,0.0846,-13.386,0.0838,78.152,29.0
Dirty Looks,0.831,0.000469,0.643,211547.0,0.5479999999999999,0.000107,0.0647,-13.097,0.0284,125.236,29.0
The Last Resort,0.557,0.537,0.414,194480.0,0.948,0.00132,0.0954,-3.634,0.103,158.216,29.0
Cool C,0.861,0.0135,0.88,239333.0,0.506,1.32e-05,0.0508,-15.764,0.134,113.823,29.0
The UMC's,0.701,0.0287,0.825,213400.0,0.611,0.0,0.0917,-13.089,0.1,111.576,29.0
The Real Roxanne,0.556,0.368,0.893,357227.0,0.515,1.4e-06,0.117,-13.463,0.181,99.192,29.0
Mercury Dance Band,0.588,0.412,0.565,292427.0,0.861,3.11e-05,0.0794,-5.442,0.116,97.635,29.0
Tom Paxton,0.5665,0.8623333333333334,0.6016666666666667,185426.66666666666,0.23929999999999998,0.00030651666666666665,0.169,-13.067666666666668,0.03385,99.14033333333333,29.0
Otis Clay,0.356,0.601,0.544,368933.0,0.301,0.000113,0.151,-12.005999999999998,0.09,141.736,29.0
The Dickey Betts Band,0.715,0.00108,0.3720000000000001,341933.0,0.8079999999999999,0.378,0.435,-12.470999999999998,0.0471,157.808,29.0
Michael Cooper,0.7955,0.26249999999999996,0.7020000000000001,348447.0,0.547,3.02e-06,0.09720000000000001,-12.648499999999999,0.033350000000000005,116.643,29.0
Bill Shirley,0.349,0.901,0.308,176107.0,0.247,3.700000000000001e-06,0.267,-16.684,0.0483,81.376,29.0
Clint Holmes,0.927,0.431,0.7040000000000001,172747.0,0.6809999999999999,0.0,0.11,-7.4,0.0343,125.209,29.0
Petra,0.6004615384615385,0.2051076923076923,0.542923076923077,236757.92307692306,0.6058461538461538,2.244384615384615e-05,0.2150076923076923,-8.751384615384616,0.030946153846153845,123.83869230769231,29.0
The Barbarians,0.83,0.0296,0.482,137867.0,0.57,0.0,0.3,-9.87,0.0311,143.062,29.0
Special EFX,0.528,0.293,0.638,313067.0,0.583,0.954,0.0507,-11.927,0.0326,166.158,29.0
Gong,0.5293333333333333,0.09506666666666667,0.369,433937.6666666667,0.6133333333333334,0.759,0.12903333333333333,-11.042666666666667,0.0672,127.892,29.0
Dan Hicks & His Hot Licks,0.706,0.4902,0.6208,227733.2,0.29379999999999995,0.034019784000000004,0.22627999999999998,-16.083000000000002,0.126,106.33019999999999,29.0
Nektar,0.3416666666666666,0.527,0.3046666666666667,569373.3333333334,0.494,0.513,0.29936666666666667,-11.56,0.042833333333333334,146.001,29.0
Gryphon,0.809,0.667,0.601,189267.0,0.459,0.369,0.124,-9.388,0.038,110.135,29.0
Marine Girls,0.7445,0.396,0.4175,136780.0,0.2625,0.12145,0.182,-17.593,0.038,130.4655,29.0
Louis Armstrong's Orchestra And Chorus,0.5579999999999999,0.705,0.481,173600.0,0.342,0.0,0.342,-18.869,0.0418,120.17,29.0
Dwight Yoakam with Buck Owens,0.813,0.0555,0.708,169146.0,0.894,0.0,0.0317,-4.581,0.0712,106.824,29.0
Ozone,0.797,0.0667,0.8320000000000001,283907.0,0.6609999999999999,0.027,0.047,-9.565,0.0469,111.606,29.0
Thelma Carpenter,0.7909999999999999,0.272,0.4370000000000001,248667.0,0.76,0.0001629999999999,0.407,-7.9529999999999985,0.142,151.375,29.0
Coupé Cloué,0.902,0.431,0.62,573800.0,0.5579999999999999,7.929999999999999e-05,0.105,-14.233,0.213,94.228,29.0
Los Sagitarios,0.892,0.5479999999999999,0.639,180573.0,0.406,0.0,0.171,-13.806,0.122,99.99,29.0
Omen,0.701,0.000116,0.411,268080.0,0.799,7.39e-06,0.358,-8.679,0.0356,79.795,29.0
Pat Martino,0.482,0.981,0.5379999999999999,373493.0,0.165,0.946,0.112,-24.455,0.0387,116.704,29.0
Todd Rundgren,0.5758,0.30058856,0.45268,200695.2,0.55496,0.08629612760000001,0.259178,-10.849200000000002,0.057116,122.01426,29.04
Paul Desmond,0.45790625,0.870125,0.50571875,307146.25,0.1712,0.28675410625,0.116103125,-20.21140625,0.04286875,116.6978125,29.0625
Stephen Stills,0.5105500000000001,0.2503975,0.511725,215442.275,0.585475,0.049129845500000005,0.20649250000000002,-11.492675,0.04856,122.60762500000001,29.075
Jessi Colter,0.5495,0.47986000000000006,0.6148,171026.3,0.32799999999999996,0.007313839999999999,0.17819,-11.8515,0.03292,109.2125,29.1
The Undertones,0.6207777777777778,0.008425053333333333,0.4421111111111111,157660.77777777778,0.7250000000000001,0.030602094444444443,0.16284444444444446,-8.374333333333333,0.045377777777777774,151.34188888888886,29.11111111111111
Enchantment,0.46275,0.365875,0.37725000000000003,320906.625,0.50825,0.00906804625,0.1269875,-9.19275,0.045925,134.112125,29.125
The Statler Brothers,0.7445937499999999,0.633,0.64071875,156192.5625,0.44059375,0.0004383478125,0.15830625,-11.99528125,0.050790625,110.78540625,29.125
Linda Perhacs,0.274775,0.95475,0.4335,210145.125,0.179875,0.45294625,0.1065,-17.5315,0.033549999999999996,108.029125,29.125
Fairport Convention,0.5467272727272727,0.4786967272727273,0.4959090909090909,282131.5909090909,0.39945454545454545,0.11504341409090908,0.14196363636363635,-12.72309090909091,0.03729545454545455,126.89699999999999,29.136363636363637
Sonora Ponceña,0.8904090909090908,0.5893636363636363,0.6639545454545455,298989.95454545453,0.5207272727272727,0.07070481,0.13307272727272726,-10.89,0.05932272727272727,111.6540909090909,29.136363636363637
Marvin Hamlisch,0.5111666666666667,0.7730666666666667,0.553,197064.33333333334,0.3718333333333333,0.8195,0.11598333333333333,-11.194,0.06203333333333333,140.18533333333332,29.166666666666668
The Royal Guardsmen,0.786,0.6106666666666666,0.6535,160615.5,0.6823333333333333,9.349999999999999e-07,0.13835,-10.065166666666666,0.06068333333333333,120.4995,29.166666666666668
Billy Joe Royal,0.7909999999999999,0.523,0.6076666666666667,178820.16666666666,0.5215,1.575e-06,0.24911666666666665,-10.9395,0.07371666666666667,103.1005,29.166666666666668
The Crickets,0.78,0.6629999999999999,0.6011764705882353,129851.76470588235,0.4523529411764706,1.5874117647058823e-05,0.1963764705882353,-11.613,0.0376235294117647,122.95441176470588,29.176470588235293
Public Image Ltd.,0.6108,0.03441222299999999,0.4702,347196.0,0.7016,0.20268398599999998,0.25939999999999996,-11.272200000000002,0.04886,122.9728,29.2
Howlin' Wolf,0.7362142857142857,0.6575952380952381,0.6006904761904762,167000.30952380953,0.45016666666666666,0.03838990761904762,0.17993333333333333,-13.730904761904762,0.04976190476190476,121.93045238095237,29.214285714285715
Nat King Cole,0.4327827751196172,0.7827464114832535,0.4246650717703349,163275.65071770336,0.2890913875598086,0.07214218392344497,0.18395502392344495,-13.524913875598086,0.0506511961722488,108.88415311004785,29.220095693779903
Patsy Cline,0.5399499999999999,0.8598000000000001,0.538,159873.25,0.22491,3.33715e-05,0.2098425,-14.758775,0.0361225,110.51095000000001,29.225
Kate Smith,0.240325,0.9235,0.24924999999999997,184880.25,0.180325,0.00026819,0.117,-12.3545,0.0329,96.547,29.25
Edoardo Vianello,0.7605,0.601,0.5765,174906.5,0.6352500000000001,8.325e-06,0.13765,-6.7307500000000005,0.07625,122.01675,29.25
Witchfinder General,0.48225000000000007,0.37475,0.32299999999999995,280813.5,0.68425,1.4325e-06,0.3633,-10.55725,0.05045,122.44175,29.25
Bing Crosby,0.4243306818181818,0.8651931818181818,0.4182954545454546,170637.125,0.19296022727272727,0.10823257204545454,0.2101875,-14.517852272727271,0.05489659090909091,100.6585,29.261363636363637
Waylon Jennings,0.6491554285714286,0.5020392571428571,0.6000457142857143,176412.6,0.49356457142857146,0.09382724382857142,0.21703999999999998,-12.151462857142857,0.03598,113.07138285714285,29.28
Willie Nelson,0.47977035175879396,0.6589396984924623,0.5641557788944723,182136.12060301506,0.34119849246231154,0.041439898944723615,0.20496934673366835,-13.135939698492463,0.046013065326633164,112.8805728643216,29.2964824120603
Sam Cooke,0.6024262295081967,0.6940163934426229,0.4677158469945355,171196.86338797814,0.46112240437158475,0.00027616939890710385,0.2900863387978142,-10.132907103825136,0.06301857923497269,112.5905300546448,29.306010928961747
Marmalade,0.6086666666666667,0.36478733333333335,0.482,218831.0,0.5640000000000001,0.031215266666666668,0.14143333333333333,-9.084333333333333,0.030833333333333334,101.20533333333333,29.333333333333332
Hermanos Carrion,0.6821666666666667,0.9426666666666667,0.5276666666666666,156511.0,0.441,0.11145916666666665,0.16233333333333333,-11.368666666666668,0.03331666666666667,123.93799999999999,29.333333333333332
The Strangeloves,0.6863333333333334,0.23876666666666665,0.7206666666666667,181124.33333333334,0.8210000000000001,0.02896793666666667,0.2327,-9.947000000000001,0.04516666666666667,124.00866666666667,29.333333333333332
Amalia Mendoza,0.5048333333333334,0.6256666666666667,0.42766666666666664,186433.16666666666,0.19266666666666665,0.0,0.23675000000000002,-14.368333333333334,0.055850000000000004,112.07650000000001,29.333333333333332
Arcadia,0.6628333333333333,0.054292833333333325,0.6915,311486.6666666667,0.618,4.247333333333334e-05,0.2222666666666667,-10.7545,0.035116666666666664,115.27583333333332,29.333333333333332
Mac Davis,0.6914666666666667,0.26176,0.5382666666666667,199059.6,0.4217333333333333,0.0008052573333333334,0.14159333333333332,-14.915133333333333,0.07192666666666667,102.82486666666667,29.333333333333332
Kim Jung Mi,0.5971111111111111,0.6257777777777778,0.4716666666666667,242986.55555555556,0.3571111111111111,0.34979999999999994,0.1835111111111111,-15.346666666666668,0.036955555555555554,109.57644444444445,29.333333333333332
Steppenwolf,0.6594358974358975,0.23073487179487182,0.49482051282051287,252523.12820512822,0.6038461538461538,0.12343155384615385,0.22313333333333332,-13.15748717948718,0.046292307692307695,125.07735897435897,29.333333333333332
Frankie Smith,0.5053333333333333,0.0017133333333333332,0.927,362173.0,0.48866666666666675,0.00014983333333333333,0.03966666666666666,-9.415333333333335,0.158,119.492,29.333333333333332
The Salsoul Orchestra,0.7748333333333334,0.05678549999999998,0.659,383220.0,0.7065,0.3542186666666667,0.1509,-8.978833333333332,0.05598333333333333,117.32916666666667,29.333333333333332
Jonathan Butler,0.6146666666666666,0.14366666666666664,0.6116666666666667,290333.3333333333,0.38566666666666666,3.5e-07,0.09700000000000002,-13.600999999999999,0.039066666666666666,137.14933333333335,29.333333333333332
Mighty Clouds Of Joy,0.26266666666666666,0.20803333333333332,0.47866666666666674,375431.0,0.4696666666666667,8.233333333333333e-06,0.27299999999999996,-11.362,0.05433333333333334,97.04100000000001,29.333333333333332
PIPER,0.5593666666666667,0.3035333333333333,0.659,215635.66666666666,0.5193333333333333,0.0528933333333333,0.2513666666666667,-12.879666666666665,0.05316666666666667,111.84133333333334,29.333333333333332
Johnny Ventura y su Combo,0.898,0.32466666666666666,0.605,238382.33333333334,0.7460000000000001,0.00021576666666666666,0.07329999999999999,-8.656666666666668,0.11783333333333333,139.029,29.333333333333332
Booker T. & the M.G.'s,0.6533333333333333,0.4629947916666666,0.6848333333333333,184161.22916666666,0.3739958333333333,0.7661893416666666,0.11784583333333333,-14.922458333333333,0.05065,116.10795833333333,29.354166666666668
Gene Watson,0.66825,0.41975,0.5775,183046.625,0.36075,0.00021125,0.1692375,-15.530000000000001,0.030225000000000002,126.99612499999999,29.375
Rufus & Chaka Khan,0.760375,0.267652375,0.6795,243807.125,0.5535,0.1586262825,0.2445875,-13.978125,0.043387499999999996,108.52250000000001,29.375
The Andrews Sisters,0.7673076923076922,0.7728461538461538,0.6846923076923077,168056.38461538462,0.36676923076923074,4.2184615384615385e-05,0.15026153846153847,-11.373307692307693,0.13441538461538463,150.97715384615384,29.384615384615383
Johnny Pacheco,0.889,0.6866,0.7172,235585.6,0.5696,0.0008941400000000001,0.2069,-11.094999999999999,0.05342,114.29099999999998,29.4
"Ricardo ""Richie"" Ray",0.7374,0.7782,0.5878,270359.8,0.6108,0.06395100000000001,0.2012,-10.3984,0.04592,110.63199999999999,29.4
The Bonzo Dog Band,0.6852,0.3726,0.5624,168221.4,0.526,0.009864179999999998,0.1975,-10.7066,0.1237,106.7104,29.4
Barbara Mandrell,0.6168,0.5165,0.6017,163967.5,0.5018,8.459e-06,0.19595,-11.029399999999999,0.05023999999999999,111.87069999999999,29.4
Tom Tom Club,0.7687,0.054869,0.8541000000000001,312056.0,0.5401,0.3198648,0.12921,-14.292599999999998,0.07052,113.33330000000001,29.4
Ralfi Pagan,0.6045,0.67195,0.57695,197500.15,0.38380000000000003,0.09395262,0.14198,-12.75025,0.046355,123.62974999999999,29.4
The Moments,0.5860000000000001,0.35962857142857146,0.5418571428571429,247421.0,0.47100000000000003,0.014085714285714285,0.23565714285714284,-10.317714285714287,0.04382857142857143,115.55085714285714,29.428571428571427
Irma Thomas,0.5964782608695652,0.6433913043478261,0.4883913043478261,157422.0,0.4331304347826087,0.01312412652173913,0.3415391304347826,-11.343782608695651,0.03430869565217391,117.29582608695652,29.47826086956522
Townes Van Zandt,0.5075784313725491,0.730686274509804,0.5347058823529411,205482.72549019608,0.25266960784313724,0.01342919088235294,0.28829509803921566,-17.018950980392155,0.06786960784313725,113.01739215686274,29.480392156862745
The Who,0.5076915322580645,0.22886991935483872,0.4775322580645161,236377.0685483871,0.717116935483871,0.06358361806451612,0.2445116935483871,-8.814713709677418,0.06003709677419355,127.06802822580644,29.491935483870968
Keith Forsey,0.509,0.08553726249999999,0.6005,185856.75,0.4945,0.68175,0.1555,-17.037,0.047549999999999995,108.14225,29.5
Joel Grey,0.564,0.836,0.5116666666666667,216082.33333333334,0.36233333333333334,0.004286658333333334,0.44399999999999995,-12.729166666666666,0.18298333333333336,122.18950000000001,29.5
Blodwyn Pig,0.40800000000000003,0.2875,0.5325,261446.5,0.5235,0.1271625,0.345,-10.153500000000001,0.04445,78.904,29.5
Bob Weir,0.73475,0.14034125,0.579875,285500.125,0.699625,0.03026079,0.1406375,-7.6465,0.031175,123.744625,29.5
Utopia,0.659,0.386,0.473,223473.5,0.619,9.7e-05,0.0951,-10.8435,0.0742,163.414,29.5
Nipsey Russell,0.46900000000000003,0.548,0.575,154080.0,0.517,0.00021694,0.42899999999999994,-10.475999999999999,0.1067,110.74799999999999,29.5
Hamza El Din,0.504,0.829,0.6295,250146.5,0.2005,0.035752044999999996,0.09004999999999999,-17.5505,0.09029999999999999,91.17949999999999,29.5
Praise Strings,0.3625,0.597,0.20800000000000002,190333.5,0.272,0.9265,0.33000000000000007,-12.655000000000001,0.0352,103.23500000000001,29.5
Harry Chapin,0.4613666666666667,0.5645666666666667,0.5135333333333334,335023.9,0.41680000000000006,0.003824348333333333,0.4152633333333334,-13.4612,0.06395,112.86403333333332,29.5
Baby Washington,0.7135,0.5445,0.56,168267.0,0.55,4.68e-06,0.16570000000000001,-11.296,0.034699999999999995,89.06200000000001,29.5
Skip James,0.2605,0.7785,0.5635,259280.0,0.0638,0.00020355,0.09555,-22.4585,0.038599999999999995,77.4305,29.5
Robert Knight,0.613,0.4425,0.629,164146.5,0.4555,0.015027,0.215,-12.130500000000001,0.033600000000000005,122.0495,29.5
Las Grecas,0.9375,0.283,0.56,190880.0,0.739,0.004569999999999999,0.09505,-7.298500000000001,0.07275000000000001,121.70300000000002,29.5
Carman,0.306,0.175,0.6245,453873.0,0.3145,5.55e-06,0.24015,-17.249,0.05845,100.06,29.5
Carl Butler,0.563,0.882,0.5255,170827.0,0.23450000000000001,8.7e-07,0.09734999999999999,-11.4485,0.03055,119.8925,29.5
Dust,0.567,0.01251,0.40249999999999997,287240.0,0.8755,0.004741065,0.09955,-6.458500000000001,0.1035,93.03199999999998,29.5
Terry Riley,0.08245,0.7730000000000001,0.14525,1208666.5,0.3095,0.7545,0.126,-17.372,0.04605,130.33049999999997,29.5
Yesca,0.9059999999999999,0.1405,0.74,214666.5,0.7175,0.848,0.21400000000000002,-8.134,0.035949999999999996,118.2875,29.5
T.S.O.L.,0.3532529411764706,0.04642333529411764,0.33899999999999997,158840.70588235295,0.9045294117647058,0.05587724411764706,0.2250470588235294,-5.054823529411765,0.07073529411764705,120.39011764705883,29.529411764705884
Genesis,0.3740929411764706,0.2547826805882353,0.4291470588235294,342408.75294117647,0.56686,0.10286842076470587,0.2538494117647059,-11.173105882352942,0.04611941176470588,119.63135294117649,29.564705882352943
Gabby Pahinui,0.43128571428571433,0.6278571428571428,0.4867142857142857,224453.0,0.3412857142857143,0.03440571428571428,0.1585142857142857,-15.785428571428572,0.03684285714285714,90.94571428571429,29.571428571428573
The Kinks,0.6732787735849056,0.30406108490566036,0.5478254716981132,182171.06132075473,0.7040811320754716,0.021644155754716978,0.1738551886792453,-7.9864103773584905,0.05482216981132075,121.03347641509434,29.57547169811321
The Replacements,0.5573880597014925,0.10124344776119404,0.4420746268656716,188080.10447761195,0.7910746268656716,0.0527942052238806,0.3090582089552239,-8.124462686567165,0.0788134328358209,134.28614925373134,29.597014925373134
October Country,0.7656000000000001,0.20461999999999997,0.5022,144298.6,0.6348,0.001796844,0.18214000000000002,-7.7170000000000005,0.03272,114.54659999999998,29.6
Generacion De Jesus,0.5054000000000001,0.42245999999999995,0.5074,231259.2,0.45820000000000005,0.183836398,0.09537999999999999,-8.245,0.038579999999999996,90.285,29.6
The Dead Milkmen,0.7331304347826088,0.14508652173913042,0.5748260869565217,123614.47826086957,0.6573043478260869,0.002766139565217391,0.19935217391304347,-14.171695652173913,0.13326086956521738,138.56799999999998,29.608695652173914
Arlo Guthrie,0.5849375,0.58343125,0.54975,273736.625,0.46906250000000005,0.0016118225,0.29336249999999997,-11.773125,0.0577125,125.4838125,29.625
Alice Coltrane,0.29277857142857144,0.7136428571428571,0.32921428571428574,373219.14285714284,0.2997714285714285,0.3660037642857143,0.15174285714285715,-17.69592857142857,0.03906428571428572,94.86878571428572,29.642857142857142
Ritchie Valens,0.7053428571428572,0.7891428571428571,0.5612571428571428,137322.2857142857,0.5335542857142856,0.11728361742857142,0.2711257142857143,-10.497457142857144,0.09815428571428571,117.61574285714285,29.65714285714286
Amitabh Bachchan,0.5733333333333334,0.8109999999999999,0.5403333333333333,319480.0,0.4343333333333333,0.012666666666666666,0.28833333333333333,-11.961333333333334,0.12976666666666667,110.657,29.666666666666668
Fastway,0.4358333333333333,0.0059510000000000006,0.45516666666666666,192365.5,0.7041666666666667,0.1678047016666667,0.30000000000000004,-11.160333333333334,0.04083333333333333,133.71533333333335,29.666666666666668
The dB's,0.7690000000000001,0.0032186666666666666,0.5059999999999999,200551.0,0.832,0.02861817,0.0919,-8.691666666666666,0.0483,140.36566666666667,29.666666666666668
The 5 Heartbeats,0.6198333333333333,0.28635,0.6076666666666667,308680.0,0.539,5.4449999999999995e-06,0.35308333333333336,-10.973666666666666,0.04716666666666667,131.9005,29.666666666666668
David Axelrod,0.36588888888888893,0.22925555555555555,0.3912222222222222,252831.55555555556,0.39499999999999996,0.6218905888888888,0.15757777777777776,-12.907222222222224,0.03874444444444444,116.989,29.666666666666668
The Souther-Hillman-Furay Band,0.7046666666666667,0.13266666666666665,0.4713333333333334,243284.33333333334,0.5343333333333333,0.001041,0.33,-12.135333333333334,0.027633333333333333,130.16833333333332,29.666666666666668
Thin Lizzy,0.594975,0.1856022375,0.47163750000000004,254384.3625,0.6626875,0.1009851755,0.26268375,-12.427074999999999,0.0726875,128.1522375,29.675
Ray Barretto,0.8657941176470588,0.5210705882352942,0.6301764705882352,255197.29411764705,0.615764705882353,0.09965084117647059,0.11148529411764707,-9.128382352941177,0.05730882352941176,110.37623529411765,29.676470588235293
Discharge,0.3485,1.4049e-05,0.24013,117741.5,0.9347999999999999,0.13044452,0.15886,-7.089200000000001,0.11929000000000001,141.27929999999998,29.7
Ramsey Lewis,0.5682411764705882,0.40040176470588235,0.5297058823529411,244837.70588235295,0.5105882352941177,0.47946470588235296,0.1927941176470588,-12.852,0.04438235294117647,117.46005882352941,29.705882352941178
Gang Of Four,0.6376470588235295,0.02320423529411765,0.666235294117647,221070.58823529413,0.7557058823529411,0.1776932411764706,0.13391764705882353,-7.821294117647058,0.18331176470588237,141.3369411764706,29.705882352941178
Oliver Nelson,0.5722857142857143,0.8501428571428572,0.5838571428571429,371502.85714285716,0.3525714285714286,0.6925714285714285,0.12141428571428571,-11.552571428571428,0.049871428571428573,116.81842857142858,29.714285714285715
Subhumans,0.33125333333333334,0.03255,0.3068666666666667,139271.06666666668,0.8984666666666666,0.0036796473333333265,0.33,-11.156200000000002,0.1551,126.68800000000002,29.8
Robert Wyatt,0.27586,0.446,0.49559999999999993,259637.4,0.44480000000000003,0.02336922,0.20380000000000004,-11.606,0.03736,111.16900000000001,29.8
Zero Boys,0.5471999999999999,0.0019606,0.353,111690.8,0.9888,0.6123658,0.437,-1.4812,0.11586,128.11200000000002,29.8
Brenda Lee,0.576125,0.670671875,0.56203125,157364.34375,0.3670625,0.00031218859374999847,0.20483125,-9.5923125,0.0425328125,110.006578125,29.8125
Chris LeDoux,0.6493947368421052,0.32940184210526313,0.6113684210526316,195043.44736842104,0.45681578947368423,0.00024289210526315787,0.15591842105263157,-12.988526315789475,0.049528947368421054,113.35507894736841,29.81578947368421
Doc Watson,0.735909090909091,0.819409090909091,0.5145454545454545,185046.0909090909,0.28884545454545457,0.14256030045454546,0.18916363636363637,-17.72322727272727,0.056277272727272724,121.76686363636364,29.818181818181817
Robin Trower,0.4877954545454546,0.1607329090909091,0.47563636363636363,273931.5,0.5890909090909091,0.08530827954545454,0.1817363636363636,-10.776318181818182,0.05419090909090909,115.0184090909091,29.818181818181817
MC5,0.6101764705882353,0.21693764705882354,0.42482352941176466,235620.35294117648,0.768,0.05835295882352941,0.4163411764705882,-7.919647058823529,0.06698823529411765,121.22311764705883,29.823529411764707
The J. Geils Band,0.7260487804878049,0.19556902439024393,0.5526829268292683,261967.8536585366,0.7635609756097561,0.06447871536585364,0.45029024390243905,-9.323975609756097,0.07306585365853659,133.7941707317073,29.829268292682926
Spirit,0.5016785714285714,0.2883421428571428,0.44235714285714284,232415.07142857142,0.45814285714285713,0.079426,0.3005714285714286,-11.979,0.037014285714285715,109.46442857142857,29.857142857142858
The Marshall Tucker Band,0.6411176470588236,0.1822372745098039,0.46498039215686277,312605.50980392157,0.6969411764705882,0.0655876694117647,0.19507058823529413,-7.104803921568628,0.041780392156862745,118.39594117647059,29.862745098039216
Jan & Dean,0.865625,0.60075,0.5045,156510.0,0.737875,0.02539895625,0.23801250000000002,-8.80275,0.038075000000000005,132.84775,29.875
Stanley Clarke,0.6997777777777778,0.1826644444444444,0.5704444444444445,320838.44444444444,0.5718888888888889,0.5363722222222223,0.13461111111111113,-13.121111111111112,0.05753333333333334,124.55366666666666,29.88888888888889
Guy Clark,0.4552857142857143,0.6631428571428571,0.6219523809523809,231904.7142857143,0.35618571428571427,0.0006269780952380905,0.13303333333333334,-11.328904761904763,0.05862857142857143,115.02142857142856,29.904761904761905
Joe Cuba Sextet,0.7328181818181818,0.8164545454545454,0.6305454545454545,196970.63636363635,0.5338636363636364,0.0002995436363636364,0.19482727272727274,-11.44709090909091,0.054345454545454544,115.07199999999999,29.90909090909091
Ultimate Spinach,0.4472307692307692,0.4478453846153846,0.4437692307692308,319880.0,0.5049230769230769,0.18815855153846156,0.23573846153846154,-8.595230769230769,0.03904615384615385,119.26461538461538,29.923076923076923
Curtis Mayfield,0.7169024390243902,0.3469048780487805,0.6293658536585366,287748.5,0.6382073170731707,0.07976454182926829,0.2004048780487805,-8.90609756097561,0.09985609756097562,114.05163414634147,29.9390243902439
The Temptations,0.6944684684684684,0.4274279279279279,0.5682882882882883,221022.64864864864,0.5448567567567568,0.018796228468468467,0.17411981981981983,-10.08045945945946,0.0419981981981982,118.66745945945945,29.945945945945947
Love,0.5949960784313726,0.3079398039215686,0.5455098039215687,210030.86274509804,0.5478803921568628,0.04815684352941177,0.1445843137254902,-11.745843137254901,0.04591372549019608,119.95129411764705,29.96078431372549
Chuck Berry,0.8087383177570093,0.6872757943925234,0.6333177570093458,156611.96261682242,0.6212056074766354,0.12301813056074766,0.18243925233644862,-10.199289719626169,0.06646355140186916,127.03890654205608,29.962616822429908
Earl Thomas Conley,0.5314074074074074,0.3869940740740741,0.6684814814814815,210350.11111111112,0.43766666666666665,9.921111111111111e-05,0.15483703703703705,-12.55125925925926,0.02914814814814815,114.14907407407408,29.962962962962962
Traffic Sound,0.588,0.431,0.436,325400.0,0.897,0.0,0.18,-5.362,0.102,139.493,30.0
Members Of The Glenn Miller Orchestra,0.3670000000000001,0.866,0.328,129840.0,0.1,0.441,0.0656,-17.840999999999994,0.0277,74.983,30.0
Edgar Froese,0.16324999999999998,0.4149999999999999,0.40099999999999997,485913.5,0.45699999999999996,0.624,0.09204999999999999,-15.1615,0.04285,148.698,30.0
The Wild Tchoupitoulas,0.9455,0.3635,0.8049999999999999,222113.5,0.5135000000000001,6.66e-05,0.12475,-13.007000000000001,0.12585,120.693,30.0
Sanullim,0.415,0.47,0.5720000000000001,223293.0,0.125,0.0669,0.142,-22.173,0.0288,79.406,30.0
The New Hinsons,0.55,0.46,0.535,228533.0,0.288,1.72e-06,0.12,-13.144,0.0272,83.867,30.0
Naked Raygun,0.4435,0.000538725,0.2585,193697.0,0.83525,0.17175980000000002,0.34975,-11.128,0.05255,129.1525,30.0
Dinosaur L,0.795,0.0117,0.69,454840.0,0.8320000000000001,0.0184,0.28,-9.154,0.0588,130.64600000000002,30.0
Eddie Shaw,0.621,0.461,0.489,222893.0,0.398,0.208,0.126,-13.005999999999998,0.0479,180.528,30.0
AWJC Media,0.718,0.00325,0.494,106275.0,0.866,0.046,0.289,-5.188,0.0355,191.967,30.0
Above The Law,0.7559999999999999,0.00183,0.6990000000000001,253293.0,0.926,6.68e-06,0.0522,-8.925,0.0968,97.842,30.0
Q'65,0.778,0.148,0.573,201533.0,0.515,8.640000000000001e-05,0.174,-10.059,0.0447,131.24,30.0
The Whole Darn Family,0.769,0.183,0.631,420507.0,0.597,0.7709999999999999,0.163,-12.738,0.0388,110.997,30.0
Search Boys,0.8370000000000001,0.348,0.763,163733.0,0.53,1.42e-05,0.0989,-10.78,0.0733,144.498,30.0
Oi Polloi,0.362,4.13e-06,0.141,163880.0,0.835,0.0518,0.207,-12.011,0.111,177.324,30.0
The Village Callers,0.727,0.00824,0.517,165709.0,0.863,0.813,0.579,-6.854,0.138,103.447,30.0
Trader Horne,0.496,0.893,0.433,133280.0,0.138,0.00206,0.0813,-15.738,0.0402,102.833,30.0
The Birthday Party,0.63025,0.020779999999999996,0.42925,212176.5,0.687,0.0005195,0.19872499999999998,-13.627500000000001,0.056775,119.93024999999999,30.0
The Glove,0.621,0.112,0.7240000000000001,230200.0,0.397,0.0124,0.0802,-10.88,0.0436,94.297,30.0
Tim Story,0.0894,0.945,0.197,187333.0,0.13,0.91,0.0878,-16.782,0.0375,100.257,30.0
X-Clan,0.6716666666666667,0.01693333333333333,0.883,248333.0,0.7063333333333333,0.0010466666666666667,0.29033333333333333,-12.765333333333333,0.20233333333333334,104.80900000000001,30.0
Tenorio Jr.,0.48,0.57,0.42,113333.0,0.867,0.871,0.134,-7.348,0.0363,101.276,30.0
Andy Harlow,0.731,0.7979999999999999,0.667,281400.0,0.633,0.0198,0.0951,-9.332,0.0373,141.935,30.0
