artists,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,popularity
Charlie Wilson,0.5582,0.124216,0.5812,246570.8,0.685,0.0,0.22096,-5.055400000000001,0.11794,89.4386,46.4
Stone Temple Pilots,0.37876382978723405,0.1022667614893617,0.4084893617021277,262949.8085106383,0.779063829787234,0.04005359638297872,0.21502765957446807,-7.715553191489361,0.0558468085106383,136.77512765957448,46.40425531914894
The Avett Brothers,0.40533529411764707,0.5743764705882353,0.5162941176470588,247280.79411764705,0.41561764705882354,0.005411603823529411,0.1522235294117647,-8.722588235294117,0.04403823529411765,125.94961764705883,46.411764705882355
Skid Row,0.49496,0.004917201599999995,0.42904000000000003,234924.84,0.82016,0.0319651028,0.21578399999999998,-8.78152,0.051100000000000007,125.85832,46.44
Taking Back Sunday,0.43916000000000005,0.017202,0.40428,216288.48,0.8472799999999999,4.666400000000001e-06,0.20723200000000003,-5.17424,0.08061199999999999,123.81656,46.44
Opeth,0.22144444444444444,0.13700475555555555,0.327,517439.8888888889,0.6717777777777777,0.24845777777777778,0.17512222222222223,-7.071666666666666,0.04516666666666666,114.78166666666668,46.44444444444444
Chris de Burgh,0.4479,0.46900000000000003,0.5085555555555555,261019.22222222222,0.3455666666666667,8.143555555555555e-05,0.20726666666666665,-14.386666666666665,0.050055555555555555,102.37455555555556,46.44444444444444
Novos Baianos,0.8036666666666666,0.6893333333333334,0.6225333333333333,239149.26666666666,0.6229333333333333,0.12104829733333333,0.18574666666666667,-8.535066666666667,0.04958,122.05546666666667,46.46666666666667
Strapping Young Lad,0.167,2.375e-06,0.2645,315173.5,0.9735,0.10435,0.431,-6.6425,0.18449999999999994,153.38150000000002,46.5
Dueto Bertin Y Lalo,0.935,0.47850000000000004,0.8305,207586.5,0.5735,5.1200000000000004e-05,0.14955,-8.2935,0.054400000000000004,119.5015,46.5
April March,0.918,0.20350000000000001,0.6054999999999999,127513.0,0.8865000000000001,0.0,0.338,-6.821999999999999,0.04015,139.10899999999998,46.5
The Muffs,0.499,0.005889999999999999,0.36100000000000004,194820.0,0.8240000000000001,9.31e-05,0.0853,-6.166,0.075,165.0165,46.5
Nelson,0.722,0.0266,0.501,241148.5,0.8855,8.2e-05,0.19445,-6.1315,0.054400000000000004,123.4135,46.5
Moodymann,0.2796,0.096675,0.7104999999999999,374833.5,0.6375,0.874,0.19,-10.815000000000001,0.0759,116.668,46.5
Elijah Kelley,0.718,0.0492,0.608,231387.0,0.8809999999999999,0.0,0.44,-4.765,0.205,150.236,46.5
Jason Boland & The Stragglers,0.6685,0.3055,0.5955,256276.5,0.55975,0.0008710025,0.33965,-9.497,0.030575,108.5025,46.5
Los Originales Pasteles Verdes Del Peru,0.48250000000000004,0.029849999999999998,0.4595,206801.0,0.6105,0.0021865,0.06715,-10.7,0.04795,149.21800000000002,46.5
George Davidson,0.1825,0.984,0.26849999999999996,241233.5,0.1655,0.8594999999999999,0.11449999999999999,-19.301000000000002,0.0401,161.208,46.5
N2DEEP,0.31399999999999995,0.000167,0.695,304320.0,0.428,0.000662,0.10915,-11.02,0.05605,201.7335,46.5
The Cinematic Orchestra,0.058800000000000005,0.5136,0.507,229233.5,0.483,0.8505,0.09,-10.674,0.0359,129.268,46.5
Amanda Perez,0.513,0.408,0.6930000000000001,229413.5,0.5529999999999999,2.525e-07,0.15825,-7.243,0.0403,128.40075000000002,46.5
Group Home,0.57,0.014329999999999999,0.758,288280.0,0.7705,9.9025e-05,0.13375,-7.370499999999999,0.29000000000000004,91.6635,46.5
Fear Factory,0.47362499999999996,0.0012131575,0.577375,252676.5,0.898375,0.0155456,0.1775,-5.04375,0.076475,118.501875,46.5
Emitt Rhodes,0.6125,0.1025,0.478,167773.5,0.6135,0.01949,0.08180000000000001,-9.359000000000002,0.04075,147.835,46.5
Krizz Kaliko,0.527,0.053000000000000005,0.675,238153.5,0.913,0.0,0.401,-4.125,0.176,129.97899999999998,46.5
Grant Lee Buffalo,0.1644,0.2075,0.47450000000000003,286346.5,0.44399999999999995,1.185e-06,0.1231,-9.846499999999999,0.03105,105.757,46.5
Nelson Cavaquinho,0.903,0.523,0.6625000000000001,198640.0,0.6345000000000001,0.0004625,0.23099999999999998,-11.4875,0.04505,159.33999999999997,46.5
Jackson Taylor & the Sinners,0.8109999999999999,0.11713000000000001,0.6174999999999999,246160.0,0.815,0.000705,0.09985000000000001,-5.893000000000001,0.0517,101.49749999999999,46.5
Jack Conte,0.4715,0.40209999999999996,0.5245,185805.75,0.504,0.003707,0.10967500000000001,-9.716000000000001,0.0368,133.14825,46.5
k.d. lang,0.271475,0.468325,0.43325,248970.0,0.40775,4.05475e-05,0.13017499999999999,-8.822000000000001,0.033075,125.40125,46.5
Dirty Vegas,0.45099999999999996,0.08395,0.7745,327473.5,0.749,0.045015,0.32799999999999996,-9.440999999999999,0.05715,126.9785,46.5
Rusted Root,0.71825,0.1127125,0.507,297820.0,0.765,0.0004972900000000001,0.22186250000000002,-8.50325,0.076725,115.34162500000001,46.5
The Gladiators,0.7775,0.13695,0.7715,345080.0,0.6179999999999999,0.0650009,0.35725,-8.5115,0.20950000000000002,145.25650000000002,46.5
Chon Arauza Y Su Furia Colombiana,0.8334999999999999,0.44300000000000006,0.6495,235373.0,0.74,6.95e-07,0.22920000000000001,-6.4115,0.11635000000000001,170.60499999999996,46.5
Holly Dunn,0.476,0.54,0.551,209467.0,0.269,0.0,0.103,-9.782,0.028,76.51100000000002,46.5
Dzihan & Kamien,0.402,0.14975,0.7455,393900.5,0.6915,0.8625,0.06420000000000001,-9.593499999999999,0.054650000000000004,101.834,46.5
Black Rob,0.6035,0.09095,0.7709999999999999,243301.5,0.669,0.0,0.313,-7.171,0.246,86.4015,46.5
Katharine McPhee,0.298,0.45225,0.446,212766.5,0.502,2.355e-06,0.07915,-7.308,0.05165,102.2125,46.5
Wavves,0.39549999999999996,0.000763,0.39649999999999996,193960.0,0.8819999999999999,5.05e-06,0.3325,-3.776,0.07819999999999999,156.5665,46.5
Heartless Bastards,0.49050000000000005,0.02511,0.49450000000000005,313633.5,0.6995,0.03475,0.15,-4.546500000000001,0.03205,112.13699999999997,46.5
Master P,0.3365,0.01450299999999995,0.722,233813.5,0.5965,0.0,0.09915,-7.176,0.21450000000000002,114.041,46.5
David Sylvian,0.21095,0.7244999999999999,0.3385,216346.5,0.34750000000000003,0.441554,0.09894999999999995,-15.171499999999998,0.036,139.7015,46.5
Young Dro,0.75,0.0809,0.8674999999999999,254924.0,0.7105,0.0,0.06005,-6.077500000000001,0.2425,140.6185,46.5
Nicky Steel,0.49400000000000005,0.758,0.768,131333.0,0.3035,0.0,0.0746,-6.621,0.0373,115.293,46.5
Ghostland Observatory,0.5780000000000001,0.003767,0.7729999999999999,244726.5,0.6875,0.0062,0.075,-6.368,0.04405,104.7475,46.5
Aniceto Molina,0.874625,0.21754625,0.7172499999999999,229028.75,0.7328749999999999,0.00049975625,0.11021249999999999,-5.81875,0.0508,129.239625,46.5
Balance And Composure,0.1455,2.885e-05,0.40900000000000003,231033.5,0.917,0.0003823,0.313,-4.49,0.06230000000000001,119.556,46.5
Lobo,0.5929166666666666,0.2881666666666667,0.5248333333333334,223532.25,0.4375,0.014479724999999999,0.07176666666666666,-12.033583333333333,0.031166666666666665,100.21216666666668,46.5
Crush 40,0.37,6.035e-05,0.41600000000000004,251333.0,0.953,0.001135,0.0972,-5.769,0.0775,133.53,46.5
William Murphy,0.354,0.36350000000000005,0.406,298466.5,0.6115,0.0,0.519,-7.819,0.09409999999999999,103.06049999999999,46.5
Mad Caddies,0.835,0.12114999999999995,0.5640000000000001,142933.5,0.7855000000000001,0.0001265,0.1641,-6.128,0.0926,133.8685,46.5
Los Herederos De Nuevo León,0.893,0.4485,0.7935000000000001,167767.0,0.633,6.3e-06,0.07565,-5.992,0.0514,146.2115,46.5
René González,0.2895,0.4815,0.55,291607.0,0.411,0.0,0.0776,-10.862,0.0392,118.809,46.5
The Smiths,0.6439909090909091,0.10455335074380166,0.4888181818181818,225621.1652892562,0.7725206611570248,0.06748232330578513,0.2584520661157025,-7.310826446280992,0.04728842975206611,134.16328099173555,46.52066115702479
TOTO,0.59848,0.15786113333333332,0.5744,263903.13333333336,0.5541911111111111,0.11865936977777777,0.16546666666666665,-13.234333333333332,0.037491111111111114,115.8494,46.53333333333333
Mary J. Blige,0.5812162162162162,0.19310918918918918,0.6666216216216216,277736.1891891892,0.6127297297297297,0.002489595135135135,0.14627567567567568,-7.209648648648649,0.07526756756756757,111.52254054054053,46.54054054054054
Banda Pequeños Musical,0.7940555555555555,0.2970555555555556,0.7078888888888889,199794.22222222222,0.6443888888888889,0.0037706722222222216,0.11586666666666666,-8.084666666666667,0.05224444444444445,136.8541111111111,46.55555555555556
Ol' Dirty Bastard,0.37714285714285717,0.15176857142857142,0.7552857142857142,202485.85714285713,0.506,0.019200314285714285,0.2725,-9.04657142857143,0.3618571428571428,96.083,46.57142857142857
Wilson Phillips,0.5265714285714286,0.33585714285714285,0.656,263470.5714285714,0.6338571428571429,0.0008325428571428572,0.17975714285714287,-9.701142857142857,0.02844285714285714,107.03657142857143,46.57142857142857
Miami Sound Machine,0.8358571428571429,0.19935714285714284,0.7305714285714285,237327.57142857142,0.6055714285714285,0.0239494857142857,0.08421428571428571,-13.04257142857143,0.0496,135.49357142857144,46.57142857142857
Alexandre Desplat,0.1233,0.80775,0.2661833333333333,174410.5,0.12614166666666668,0.91275,0.11667500000000001,-25.015666666666664,0.04305,98.95216666666666,46.583333333333336
Camp Lo,0.5554,0.037168,0.7,243970.4,0.808,0.0,0.26424000000000003,-7.6364,0.2714,85.79159999999999,46.6
Roy Hargrove,0.20446,0.7322,0.5178,360664.0,0.25,0.5682,0.10295999999999998,-12.9952,0.04436,107.598,46.6
OutKast,0.4851246376811594,0.21551589855072464,0.7058260869565217,238461.26086956522,0.6615797101449276,0.04034085391304347,0.21038115942028984,-7.903173913043478,0.26061304347826086,107.2285652173913,46.608695652173914
Redman,0.75975,0.1365125,0.759875,223923.25,0.686375,0.00036789500000000003,0.2453125,-9.19975,0.427375,115.8065,46.625
Animal Collective,0.476125,0.377212125,0.46037500000000003,328087.75,0.751375,0.126121225,0.33692500000000003,-8.200625,0.0704625,125.73325,46.625
Jodeci,0.6358235294117647,0.15251352941176471,0.6841176470588236,292790.5882352941,0.5820588235294117,2.5123529411764706e-06,0.3241647058823529,-11.49470588235294,0.0853,119.951,46.64705882352941
Culture Club,0.6696,0.335745,0.67675,237292.55,0.6128,2.1399999999999998e-07,0.18695,-9.47145,0.04059,112.89035000000001,46.65
El Tri,0.6769999999999999,0.155562,0.43520000000000003,255411.53333333333,0.8241333333333334,0.0206661,0.2653333333333333,-7.394533333333333,0.08457333333333333,130.26426666666666,46.666666666666664
Randy Rogers Band,0.49266666666666664,0.11439083333333333,0.5643333333333334,242056.66666666666,0.6776666666666666,1.5255833333333332e-05,0.22394999999999998,-6.345416666666666,0.030275,117.5195,46.666666666666664
Tune-Yards,0.49033333333333334,0.3237666666666667,0.737,268800.0,0.611,0.009008866666666667,0.34400000000000003,-6.754333333333332,0.0564,107.532,46.666666666666664
Los Solitarios,0.43133333333333335,0.62,0.421,168391.33333333334,0.38066666666666665,0.0,0.1940333333333333,-9.598,0.028033333333333337,87.59533333333333,46.666666666666664
La Nobleza De Aguililla,0.87,0.49000000000000005,0.6036666666666667,208613.33333333334,0.586,6.433333333333333e-05,0.07626666666666666,-5.608333333333334,0.08426666666666667,154.364,46.666666666666664
Keith & Kristyn Getty,0.306,0.6583333333333333,0.45166666666666666,283297.6666666667,0.3333333333333333,1.2566666666666666e-06,0.17433333333333334,-9.766666666666667,0.029566666666666668,119.17033333333332,46.666666666666664
Trey Anastasio,0.6196666666666667,0.07389666666666667,0.6763333333333333,233360.0,0.6206666666666667,0.008589233333333333,0.36033333333333334,-8.258333333333335,0.07813333333333333,86.11633333333334,46.666666666666664
Cartel,0.6736666666666666,0.0007136666666666667,0.4908333333333333,198804.33333333334,0.7886666666666667,0.0,0.17591666666666664,-4.2165,0.0494,151.28916666666666,46.666666666666664
Tevin Campbell,0.6569166666666667,0.0630125,0.6680833333333333,276307.75,0.66525,0.000632105,0.08861666666666666,-8.042916666666667,0.05499166666666666,134.10066666666668,46.666666666666664
Modern Talking,0.8159583333333332,0.25906333333333337,0.7200833333333333,232586.54166666666,0.7051250000000001,0.006994110833333333,0.2048375,-10.817875,0.039279166666666664,113.673,46.666666666666664
P.M. Dawn,0.5033333333333333,0.14906,0.7079999999999999,245386.66666666666,0.44766666666666666,0.0025053,0.12143333333333334,-15.043333333333331,0.056466666666666665,94.08466666666668,46.666666666666664
Nesian N.I.N.E.,0.6506666666666667,0.23266666666666666,0.8416666666666667,232604.33333333334,0.48933333333333334,4.5266666666666665e-05,0.08446666666666668,-8.217333333333334,0.06413333333333333,112.10366666666665,46.666666666666664
The Verve Pipe,0.2813333333333334,0.03835666666666667,0.488,277222.3333333333,0.6306666666666666,0.0029967999999999666,0.10606666666666666,-7.099,0.0341,143.0186666666667,46.666666666666664
Switchfoot,0.4285625,0.14848899999999998,0.484,253746.6875,0.7265625,0.05578394874999999,0.20786875,-6.3189375,0.041118749999999996,125.4314375,46.6875
Yann Tiersen,0.48625625,0.8264374999999999,0.4861875,157301.6875,0.30808125000000003,0.47891325,0.13618124999999998,-12.807375,0.04475,117.974,46.6875
Joe,0.4885625,0.225325,0.6495625,280892.4375,0.525,1.534875e-05,0.18108749999999998,-7.1154375,0.04055,114.56175,46.6875
Trisha Yearwood,0.4983076923076923,0.5556076923076924,0.6546153846153846,233492.3076923077,0.5311538461538462,4.3893076923076925e-05,0.11975384615384616,-8.195692307692308,0.029061538461538458,119.16107692307693,46.69230769230769
Tricky,0.5497142857142857,0.19473285714285712,0.6317142857142857,293215.28571428574,0.6558571428571429,0.15945475714285712,0.16081428571428574,-10.750857142857143,0.12992857142857142,102.89057142857143,46.714285714285715
Rocío Dúrcal,0.6186326530612245,0.5750204081632654,0.5290816326530612,212028.6530612245,0.3739183673469388,0.0007766602040816328,0.26085714285714284,-11.092755102040815,0.03855918367346939,127.74938775510205,46.734693877551024
Grupo Bryndis,0.7890806451612904,0.30574677419354834,0.6472258064516129,213083.8064516129,0.6912419354838709,0.007406815322580643,0.2070177419354839,-8.08866129032258,0.042545161290322576,134.8742258064516,46.74193548387097
Jagged Edge,0.6095,0.34733333333333327,0.7022499999999999,261266.16666666666,0.6135,2e-07,0.12451666666666666,-6.709416666666667,0.09386666666666667,115.31875000000001,46.75
Pussycat,0.5965,0.39449999999999996,0.5489999999999999,222843.25,0.5549999999999999,0.00017395,0.177,-9.20275,0.028525000000000002,113.7615,46.75
Soulfly,0.305,0.004566,0.52925,260070.0,0.952,0.16009465,0.19974999999999998,-4.41725,0.12940000000000002,109.85675,46.75
Tito Nieves,0.813875,0.523625,0.5905,281778.375,0.856125,1.009625e-05,0.094825,-4.947875,0.0440625,104.728,46.75
Patrulla 81,0.834375,0.2811625,0.6728125,174910.9375,0.736375,0.000689501875,0.29356875,-4.549375,0.05461875,126.357125,46.75
Leslie Cheung,0.27825,0.49775,0.528,279703.25,0.35475,0.00431864,0.261525,-12.68275,0.0293,125.914,46.75
Collie Buddz,0.7145,0.0269,0.6052500000000001,217027.0,0.79325,0.0,0.225925,-5.9025,0.279,122.86025000000001,46.75
Nino Rota,0.085725,0.9665,0.21825,163104.875,0.16618750000000002,0.85975,0.091075,-16.143874999999998,0.037625,78.90025,46.75
Unwritten Law,0.4115,0.0188925,0.47550000000000003,221302.25,0.8322499999999999,0.00014225,0.1235,-5.0512500000000005,0.0528,135.91025,46.75
Damian Marley,0.787875,0.1326125,0.7885,249710.0,0.685125,1.1275e-06,0.17320000000000002,-6.526625,0.1519375,102.2705,46.75
Peter Bjorn and John,0.6935,0.07515,0.6579999999999999,293820.0,0.8245,0.02971425,0.23675000000000002,-4.79825,0.0503,126.40125,46.75
Dead Man's Bones,0.41100000000000003,0.66725,0.5605,257056.75,0.6852499999999999,0.40480499999999997,0.28425,-9.521,0.12037500000000001,119.17725,46.75
Josh Groban,0.1328952380952381,0.726447619047619,0.3128095238095238,266178.3333333333,0.3075714285714286,0.016792913333333333,0.12955714285714284,-11.088476190476191,0.03406666666666667,111.51347619047618,46.76190476190476
Saosin,0.21699000000000002,0.00020067700000000002,0.3499,200023.3,0.942,0.016101687000000003,0.32,-4.0466,0.08382,141.5498,46.8
Los Amos De Nuevo Leon,0.7476,0.3479,0.5793999999999999,152021.2,0.7782,0.0,0.18114,-5.184399999999999,0.10518000000000001,133.732,46.8
Underoath,0.2527090909090909,0.006307554545454546,0.3779090909090909,241706.9090909091,0.9271818181818182,0.00056324,0.37772727272727274,-4.046636363636363,0.14930909090909092,153.49845454545454,46.81818181818182
Los Caminantes,0.8150799999999999,0.290006,0.65864,186745.02,0.66062,0.003170019,0.19777799999999998,-7.1197,0.040034,126.24282,46.82
Lee Ann Womack,0.31683333333333336,0.38400000000000006,0.4383333333333333,241555.66666666666,0.5036666666666667,5.477166666666667e-05,0.13306666666666667,-8.434833333333332,0.03031666666666667,118.25016666666666,46.833333333333336
Gin Blossoms,0.681,0.02217616666666664,0.5250833333333333,238754.58333333334,0.8095833333333333,0.00662625,0.157425,-7.823416666666667,0.03431666666666667,140.30783333333332,46.833333333333336
Marcos Witt,0.30296500000000004,0.544945,0.49119999999999997,260719.8,0.447475,0.004896077499999995,0.50071,-12.5823,0.049615,119.01910000000001,46.85
Sponge,0.4722857142857143,0.009138828571428573,0.4297142857142857,216087.57142857142,0.8087142857142856,0.27288949999999995,0.22619999999999998,-8.071428571428571,0.036028571428571424,108.12814285714285,46.857142857142854
The Bouncing Souls,0.55725,0.03696055,0.401625,183540.0,0.930875,6.28e-05,0.2562125,-4.529000000000001,0.08042499999999998,131.625875,46.875
Dexys Midnight Runners,0.706375,0.3779375,0.522375,217285.125,0.7361249999999999,0.0008919375,0.2617375,-7.577875000000001,0.11334999999999999,121.32062499999999,46.875
Los Rehenes,0.8920833333333333,0.3841833333333333,0.68275,172645.45833333334,0.6167083333333333,9.324125e-05,0.2605,-5.845958333333333,0.04280833333333334,111.17379166666666,46.875
Stan Whitmire,0.18030000000000002,0.9822222222222222,0.3928888888888889,288933.44444444444,0.14963333333333334,0.8817777777777778,0.12953333333333333,-18.743444444444446,0.044000000000000004,102.39666666666666,46.888888888888886
Erykah Badu,0.47519999999999996,0.2234638,0.66774,287790.84,0.45888399999999996,0.08663927059999998,0.246464,-10.2054,0.140462,106.12806,46.96
DMX,0.507,0.1612047619047619,0.7347142857142858,238024.7619047619,0.7208809523809524,6.507833333333334e-05,0.22534047619047617,-7.024761904761904,0.3157333333333333,112.77861904761906,46.976190476190474
Wookiefoot,0.477,0.0192,0.643,232375.0,0.604,2.49e-06,0.18,-7.055,0.0423,133.85299999999998,47.0
Steve Harley & Cockney Rebel,0.21,0.679,0.252,420653.0,0.238,0.00357,0.0663,-14.212,0.0348,140.023,47.0
Mirwais,0.578,0.00713,0.708,218107.0,0.644,0.754,0.0506,-5.9910000000000005,0.0462,104.985,47.0
Ponzoña Musical,0.605,0.418,0.607,184294.0,0.659,2.04e-05,0.0804,-7.066,0.0625,117.032,47.0
Mal Blum,0.599,0.8956666666666667,0.5713333333333334,293338.0,0.19833333333333333,1.6433333333333334e-06,0.10533333333333333,-10.725333333333333,0.05773333333333333,132.15366666666668,47.0
The Lawrence Arms,0.652,0.0012,0.269,193187.0,0.914,9.13e-06,0.347,-5.9179999999999975,0.129,134.244,47.0
The Cardboard Swords,0.376,0.455,0.585,188000.0,0.443,0.0,0.144,-7.247000000000001,0.187,140.356,47.0
Rufus Wainwright,0.3064,0.7697999999999999,0.3632,244304.0,0.2742,0.0,0.10013999999999998,-8.4438,0.030420000000000003,105.9028,47.0
2 Guys n the Parque,0.962,0.0717,0.8140000000000001,93600.0,0.879,0.0,0.0401,-5.416,0.12,120.113,47.0
Gino Soccio,0.389,0.0183,0.8959999999999999,508120.0,0.339,0.552,0.0311,-9.576,0.0884,122.106,47.0
Shonlock,0.77,0.0493,0.667,235733.0,0.86,1.11e-05,0.339,-3.765,0.0571,134.967,47.0
Michael Johnson,0.34562499999999996,0.66875,0.491125,207601.75,0.2311,0.000311865,0.1128875,-14.8895,0.0308625,117.2345,47.0
Man Overboard,0.659,0.377,0.575,141227.0,0.843,0.0,0.142,-3.806,0.0464,82.07600000000002,47.0
Boo-Yaa T.R.I.B.E.,0.647,0.0796,0.708,264516.0,0.784,0.0,0.348,-9.578,0.327,169.1,47.0
Jason Donovan,0.73,0.3035,0.5920000000000001,174970.0,0.754,0.0,0.265,-7.2575,0.03435,109.092,47.0
Kerli,0.3670000000000001,0.14,0.611,267040.0,0.7190000000000001,0.000278,0.182,-8.523,0.0777,63.842,47.0
Wiso G,0.813,0.0923,0.89,191191.0,0.723,1.04e-05,0.166,-6.129,0.112,97.983,47.0
El Bebeto Y Su Banda Patria Chica,0.73,0.487,0.524,198733.0,0.529,0.0,0.0878,-3.442,0.034,199.74400000000003,47.0
Miriam y Las Chicas,0.911,0.757,0.743,260000.0,0.625,0.000499,0.11,-10.001,0.0555,143.171,47.0
Hail The Sun,0.118,0.401,0.467,198920.0,0.347,0.0,0.0839,-8.765,0.0346,114.941,47.0
The Flatliners,0.391,0.000914,0.607,149240.0,0.98,4.44e-06,0.8170000000000001,-2.505,0.0643,117.112,47.0
Grayson Hugh,0.7759999999999999,0.7020000000000001,0.8370000000000001,258400.0,0.383,1.26e-06,0.0625,-13.166,0.0312,95.076,47.0
Justin Vernon,0.0777,0.988,0.1689999999999999,241987.0,0.424,0.664,0.0648,-8.871,0.0586,50.57,47.0
Yppah,0.421,0.00807,0.52,196000.0,0.561,0.485,0.142,-7.95,0.0255,92.999,47.0
Gotye,0.5905,0.13205,0.6930000000000001,278346.5,0.6985,0.14125000000000001,0.1765,-7.827999999999999,0.0368,131.95749999999998,47.0
Corazon Colombiano,0.906,0.0293,0.7020000000000001,210040.0,0.552,3.98e-06,0.0791,-12.059,0.0411,158.066,47.0
Yabadum,0.363,0.49,0.426,286200.0,0.713,1.12e-05,0.0819999999999999,-5.408,0.0937,75.266,47.0
Epic45,0.0659,0.0385,0.528,256373.0,0.556,0.282,0.232,-11.235,0.029,118.203,47.0
The Rah Band,0.6515,0.23399999999999999,0.6875,372913.5,0.5700000000000001,0.026481,0.19515,-11.799500000000002,0.0731,103.3625,47.0
Alex Isley,0.256,0.8290000000000001,0.34,315102.0,0.18,0.0,0.108,-17.465999999999998,0.0404,88.816,47.0
Alex Turner,0.4114,0.57724,0.5289999999999999,217863.8,0.3972,0.1288396,0.21026000000000003,-13.860800000000001,0.03182,105.74159999999999,47.0
Therapy?,0.575,0.000481,0.277,156907.0,0.942,0.196,0.0488,-5.681,0.101,174.644,47.0
Carl Thomas,0.5,0.241125,0.644,235653.75,0.579,2.2525e-05,0.21925,-8.25525,0.049075,125.53775,47.0
Sam Sparro,0.29800000000000004,0.00423,0.497,274280.0,0.6905,9.995000000000002e-05,0.113,-6.64,0.04345,118.98400000000001,47.0
Geotic,0.185,0.928,0.163,184000.0,0.0998,0.932,0.0832,-23.70300000000001,0.0416,129.998,47.0
Control Machete,0.580375,0.072064375,0.7252500000000001,260508.5,0.7787499999999999,0.1139429625,0.51125,-7.1215,0.199825,100.25775000000002,47.0
Thierry David,0.0323,0.6729999999999999,0.161,122320.0,0.133,0.943,0.112,-26.036,0.0437,78.146,47.0
Consumed,0.65,5.84e-05,0.414,149933.0,0.894,0.00435,0.0555,-8.995,0.041,102.231,47.0
Danny & The Juniors,0.9255,0.4805,0.506,153567.0,0.8185,2.53e-05,0.25,-7.797499999999999,0.0387,142.414,47.0
Middle Class Rut,0.916,0.325,0.768,256507.0,0.949,0.0,0.141,-1.999,0.0624,80.484,47.0
Common Rider,0.524,0.0198,0.616,141080.0,0.624,0.0,0.199,-5.247000000000001,0.126,181.211,47.0
Sounds of Nature Relaxation,0.0,0.0132,0.0,360072.0,0.53,0.84,0.491,-19.052,0.0,0.0,47.0
João Bosco,0.741,0.527,0.632,220067.0,0.376,5.11e-05,0.102,-11.302,0.044,95.231,47.0
C-Mob,0.287,0.109,0.843,297507.0,0.848,0.0,0.0714,-5.492000000000001,0.24,121.009,47.0
Tokyo Police Club,0.677,0.000798,0.598,191667.0,0.8490000000000001,0.000148,0.119,-4.091,0.0466,121.21,47.0
Spin Doctors,0.6389999999999999,0.016128888888888877,0.5274444444444444,252885.88888888888,0.8808888888888888,0.007940994444444443,0.25429999999999997,-9.757777777777777,0.056100000000000004,112.72655555555555,47.0
Paul Brady,0.312,0.971,0.5670000000000001,327960.0,0.103,9.02e-06,0.0923,-15.332,0.0308,82.611,47.0
Eugene Record,0.882,0.283,0.615,257360.0,0.732,0.00213,0.213,-8.4,0.0441,97.297,47.0
The Birthday Massacre,0.40800000000000003,0.00037549999999999997,0.4985,228393.5,0.915,0.49100000000000005,0.39049999999999996,-4.3715,0.04235,120.50200000000001,47.0
Eurogliders,0.674,0.102,0.606,222867.0,0.527,0.000419,0.0664,-15.238,0.0415,122.489,47.0
The Black Dahlia Murder,0.08815,3.559999999999999e-05,0.497,213866.5,0.9935,0.0016575000000000001,0.1157,-3.5365,0.157,107.4885,47.0
The Shangri-Las,0.3354,0.6517999999999999,0.4648,161559.8,0.5298,0.03343939999999998,0.3998,-9.55,0.10842,98.3238,47.0
Ryan Montbleau,0.675,0.0708,0.794,377600.0,0.385,1.52e-05,0.665,-12.81,0.298,119.732,47.0
Philippe Rombi,0.185,0.996,0.326,86280.0,0.0087,0.904,0.0881,-39.802,0.0767,72.437,47.0
Bronze Radio Return,0.1965,0.09534999999999999,0.6785,183609.5,0.6785,0.00123199999999995,0.176,-4.9559999999999995,0.052199999999999996,125.0205,47.0
Paris Combo,0.23399999999999999,0.7815000000000001,0.6439999999999999,234300.0,0.372,0.00029639,0.1205,-10.802999999999999,0.0582,132.78199999999998,47.0
Dave Simon,0.7070000000000001,0.00239,0.458,286567.0,0.955,1.53e-06,0.135,-4.335,0.0413,157.998,47.0
Jay Beckenstein,0.552,0.046,0.7070000000000001,294533.0,0.597,0.665,0.0958,-9.335,0.0333,88.006,47.0
Jay Reatard,0.32,0.229,0.412,198400.0,0.938,0.000259,0.106,-0.253,0.182,97.489,47.0
Donnie Iris,0.6255,0.01227,0.6645000000000001,215086.5,0.859,0.00011837,0.20485,-9.0345,0.0338,107.8265,47.0
Nelson Ned,0.4963333333333333,0.6589999999999999,0.38766666666666666,207942.33333333334,0.38399999999999995,1.2533333333333332e-05,0.27299999999999996,-11.358333333333334,0.0335,114.44633333333333,47.0
The Lillingtons,0.723,0.0008619999999999,0.315,196160.0,0.929,0.0338,0.439,-5.5829999999999975,0.0391,165.47099999999998,47.0
The Atomic Fireballs,0.626,7.900000000000001e-05,0.647,181800.0,0.962,1.89e-05,0.382,-3.54,0.0496,108.187,47.0
The Whites,0.7559999999999999,0.802,0.659,214307.0,0.256,1.81e-06,0.119,-12.421,0.0303,95.737,47.0
Marcia Griffiths,0.934,0.33166666666666667,0.7116666666666666,202035.33333333334,0.7003333333333334,0.0023926666666666666,0.297,-9.510666666666667,0.0447,123.34000000000002,47.0
Brabo Gator,0.8190000000000001,0.0708,0.835,187709.0,0.757,0.0,0.184,-4.851,0.157,88.009,47.0
Pirates Of The Mississippi,0.421,0.609,0.375,241867.0,0.243,0.0,0.123,-17.187,0.0341,201.712,47.0
Town Mountain,0.4285,0.6085,0.5175,222287.0,0.2995,0.01970257,0.107,-12.531500000000001,0.0315,158.96050000000002,47.0
Das Racist,0.89,0.388,0.8029999999999999,178027.0,0.905,0.0,0.183,-6.5310000000000015,0.22,129.924,47.0
