genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
cuarteto,26.950249999999997,66.775,282666.5,74.925,8.1e-05,18.4575,-698.1,5.5525,116.46125,78.2,54.0
cuatro venezolano,63.67380952380951,63.86904761904763,211441.9047619048,53.37619047619048,0.0015055714285714288,15.083809523809519,-883.2309523809524,6.26023809523809,127.68890476190478,83.21190476190475,36.0
cuban alternative,30.11,73.95,265400.0,78.19999999999999,0.0143,16.605,-777.5500000000001,31.7,136.0665,80.8,45.5
cuban rumba,66.19073120915033,58.4984477124183,233433.7351919935,55.44276960784313,26.70616761540033,16.897694035947712,-1035.5154309640523,8.6783731617647,116.60900755718956,76.44435253267974,18.644097222222214
cubaton,36.653194444444445,67.46388888888889,234023.95833333328,67.02916666666667,0.004118305555555555,15.30416666666666,-536.7444444444445,9.582222222222219,94.37286111111106,69.7611111111111,52.66666666666666
cumbia,30.861381202479183,70.88605154189823,215175.5941394164,63.40141119432309,1.19258665959736,13.13960364225781,-683.0386545951504,7.01276536903853,118.41597641456244,82.41042766501234,40.88709409393048
cumbia andina mexicana,40.129999999999995,69.58800000000001,233978.46,62.17399999999999,0.17216411999999,12.363399999999999,-690.188,5.659,133.25406,85.71799999999999,51.74
cumbia chilena,17.150000000000002,78.86666666666666,242597.66666666663,77.7,0.0045850000000000005,12.48166666666666,-484.3999999999999,4.71166666666666,95.78083333333332,88.80000000000001,54.0
cumbia colombiana regia,24.75810714285715,73.76535714285714,233567.94642857145,68.20535714285712,7.428864275,12.46451785714285,-615.6530357142858,8.63301785714285,110.35229107142855,85.93928571428572,38.34464285714286
cumbia ecuatoriana,36.27980769230769,72.47307692307692,215021.2019230769,68.88942307692307,14.936351846153839,32.04903846153846,-667.7028846153847,5.337884615384611,117.00625,85.53365384615384,22.115384615384613
cumbia funk,8.450000000000001,69.4,398733.5,72.2,44.75,21.25,-1039.6000000000001,5.045,121.241,81.80000000000001,37.5
cumbia lagunera,36.69492500000001,75.57732142857144,233459.825,64.49767857142857,6.98196071785714,15.86901428571429,-707.5308928571428,13.51828571428571,130.93813571428572,74.60260714285712,44.951785714285705
cumbia paraguaya,20.25,79.11666666666666,223248.66666666663,82.9,0.00094,16.21666666666666,-452.20000000000005,6.4716666666666605,110.96133333333331,83.60000000000001,57.5
cumbia peruana,78.825,51.24999999999999,325083.25,45.5,0.45633999999999997,14.567499999999999,-946.3749999999999,4.6475,97.423,52.7,26.5
cumbia pop,6.734999999999999,76.05,215519.83333333328,69.11666666666666,0.0012966666666666665,31.15,-478.28333333333336,9.66,138.97383333333337,82.38333333333334,63.33333333333334
cumbia ranchera,70.06491228070176,65.8719298245614,195445.7543859649,48.449122807017545,11.99682635087718,15.35631578947368,-951.6631578947369,5.66947368421052,104.09440350877192,72.240350877193,19.438596491228072
cumbia salvadorena,19.84718518518518,75.05246913580244,266085.5555555556,62.25555555555557,3.95280511111111,14.13012345679012,-761.5314814814815,5.44419753086419,120.0232839506173,87.67098765432097,43.57407407407407
cumbia santafesina,14.7,86.0,244507.0,68.2,0.931,2.25,-904.5999999999999,4.06,123.829,98.0,60.0
cumbia sonidera,27.313820806452448,69.92269034865704,232599.1927581405,63.96381003358002,1.4509564263055699,14.854933180841739,-718.9162169270428,6.91107702706098,129.61844932030752,81.24084331545275,50.07733372539522
cumbia villera,15.67,81.30833333333334,228567.58333333328,72.025,0.0027375000000000003,12.34083333333333,-484.2,7.550833333333331,116.49491666666668,85.8,58.75
cyberpunk,8.72781124809782,43.42923913043479,288481.0135529891,78.64363892663044,46.149746116847815,33.91508865489131,-808.0993036684782,5.4814262907608695,117.7332296875,31.33006283967391,46.00621603260869
cymraeg,6.08,56.8,236067.0,70.7,0.0,6.7299999999999995,-567.2000000000002,5.82,171.968,66.3,55.0
cypriot pop,94.71111111111112,38.96666666666666,196995.66666666663,58.8888888888889,33.21457777777777,21.65333333333333,-849.1555555555559,3.8,101.9987777777778,75.1111111111111,0.0
czech classical,95.78041474654377,29.85030721966206,410243.1557603687,15.77200307219662,48.067577487864824,22.763191244239632,-2012.410115207373,5.76574270353302,100.0267930875576,16.63724961597542,5.770660522273425
czech classical piano,98.33333333333331,32.86666666666666,380135.33333333326,15.146666666666661,60.16666666666667,23.07666666666667,-2127.6333333333328,5.65,98.32033333333334,14.63,9.333333333333334
czech contemporary classical,58.80000000000001,40.0,145554.0,15.7,47.5,8.86,-2157.95,5.4,123.318,69.8,11.5
d-beat,0.0014048999999999993,24.013,117741.5,93.47999999999999,13.044451999999989,15.886,-708.9200000000001,11.928999999999998,141.27929999999995,34.849999999999994,29.7
dabke,90.58285714285712,42.88285714285714,243900.4285714285,25.71428571428571,7.95579411428571,32.54142857142859,-1164.5314285714283,4.39885714285714,99.61182857142856,40.21714285714285,24.142857142857142
dakke dak,0.23873333333333,70.13333333333334,236255.33333333328,83.86666666666667,15.02843333333333,16.84,-532.8,5.34,138.67,53.56666666666666,55.66666666666666
dallas indie,13.155,44.15,189813.5,71.57499999999999,0.1000945,18.0075,-655.0500000000001,4.4025,124.83549999999998,65.67500000000001,40.25
dance pop,18.36868067658386,65.18115843817148,229190.83388664768,68.4380682356369,2.7155959579408,18.16706050165908,-639.175741080005,8.44317417888327,119.4704292887894,54.56980191310821,55.66833967878674
dance rock,17.201774665423812,58.17988331623376,247278.0451260989,67.9557463454612,12.48509871450265,19.18519896442265,-1003.1398298503913,5.5516662084082204,123.75546335618556,63.718169116446,39.88097485142633
dance-punk,12.54195816071654,54.99386274795405,245433.9970638874,77.01697536410663,17.608715214263242,19.25140689462065,-637.534689242761,6.77033869951026,129.1685331516843,53.69022058137715,46.552924936822976
dancehall,12.62463330799335,72.96053162578166,228400.9181380909,66.96276193755737,2.0317492538896498,14.525482505793871,-672.2216167410028,20.933532793300973,116.8272834268005,72.61769334032971,50.10143666098211
dangdut,4.09,37.0,295947.0,51.4,0.11499999999999999,28.299999999999997,-547.9,3.02,126.978,17.0,56.0
danish alternative rock,1.33616,50.499999999999986,141446.5,91.25,42.004165,37.45,-391.0,4.665,125.2065,68.25,42.5
danish classical,86.48783950617285,27.8653086419753,418202.60679012345,21.57104320987654,76.701262345679,15.44635185185185,-1562.468148148148,4.2495308641975305,101.57674567901236,18.82228395061728,0.5138888888888888
danish electronic,18.36541428571428,61.237301587301594,228676.9920634921,75.14523809523808,35.205800714285715,27.769365079365084,-667.8388888888888,6.860396825396819,126.41485714285714,33.588412698412704,54.30952380952379
danish electropop,94.6,54.2,247818.0,16.0,92.80000000000001,26.3,-2167.2000000000003,3.65,126.921,19.8,53.0
danish hip hop,0.83299999999999,89.1,230657.0,65.7,0.26,5.4,-555.2,16.5,125.995,45.300000000000004,57.0
danish jazz,92.83425925925928,44.21666666666666,349295.48148148146,19.42268518518518,73.13567592592592,35.93388888888889,-2200.97962962963,6.27842592592592,114.26764814814815,38.8411111111111,28.0
danish metal,0.93718778837719,37.92502741228071,297594.8519736842,85.46154057017546,32.15833702631579,23.42968475877192,-956.4461896929824,6.80100054824561,121.16591173245614,35.63712171052631,41.3686951754386
danish pop,4.19644444444444,74.42063492063492,223105.57142857145,72.72698412698414,2.18571746031746,13.202857142857141,-481.90476190476187,9.677142857142849,132.15596825396827,51.81428571428571,59.650793650793645
danish pop rock,53.76547619047619,46.91666666666665,354718.7857142857,45.93095238095238,44.700184285714286,52.121190476190485,-1317.8523809523804,4.22214285714285,112.79959523809522,47.18095238095238,44.57142857142857
danish post-punk,0.0174,55.50000000000001,288347.0,97.6,91.10000000000001,20.599999999999998,-551.3,4.130000000000001,111.207,3.9699999999999998,31.0
danish punk,0.0305,62.0,247053.0,82.6,0.0242,7.1,-427.59999999999997,3.52,140.834,73.4,43.0
danish rock,0.40672286842105,46.10526315789474,240840.45394736843,90.10328947368424,17.97140280263158,23.24697368421053,-608.9184210526316,5.7833552631578895,115.64742763157892,45.33486842105263,47.66447368421054
danish singer-songwriter,0.0174,55.50000000000001,288347.0,97.6,91.10000000000001,20.599999999999998,-551.3,4.130000000000001,111.207,3.9699999999999998,31.0
dansband,62.0,51.6,149867.0,62.9,0.000178,37.8,-1127.1000000000001,6.32,112.783,89.5,13.0
danseband,69.1,36.9,213187.0,50.5,0.026,9.54,-1019.9,7.71,204.212,79.0,30.0
dansktop,91.71776315789477,50.17214912280702,183635.44956140348,30.61412280701754,27.805390938596492,18.7134649122807,-1376.9445175438595,11.05212719298245,99.5966162280702,62.08464912280702,3.942982456140352
danspunk,9.73,84.0,202200.0,70.7,0.0,27.0,-695.7000000000003,5.140000000000001,129.532,69.7,55.0
dark cabaret,34.81430851851852,49.744444444444454,238759.8703703704,67.91111111111111,3.7694316111111097,20.49777777777777,-677.2055555555557,7.176111111111109,140.9885740740741,56.81092592592593,45.37037037037037
dark clubbing,17.11233851851851,62.38670033670033,271395.2760942761,66.99124579124577,49.2889055892256,16.38427609427609,-790.1833333333333,4.93949494949494,115.48028787878788,29.815925925925917,49.5875420875421
dark disco,7.184,62.72500000000001,288470.0,76.075,1.5505,9.735000000000001,-658.3750000000001,3.925,111.2565,58.74999999999999,46.25
dark hardcore,12.12971428571428,49.557142857142864,274039.0,96.44285714285712,0.16261971428571,20.419999999999998,-320.18571428571425,18.12857142857142,174.3077142857143,35.07142857142857,0.0
dark jazz,61.309999999999995,36.65800000000001,274342.6,16.207,71.3321,10.613,-2047.1800000000003,4.185999999999989,87.1643,14.71299999999999,42.0
dark minimal techno,3.42636,79.33999999999999,396850.8,73.12,70.34,28.82600000000001,-900.78,21.826,125.6106,24.198,0.0
dark post-punk,6.592704995726489,49.51947863247863,284959.0866666667,76.45172649572649,43.12462255692308,15.96694102564102,-1039.7311111111112,5.78664871794871,131.63633512820513,51.903755555555556,39.7625641025641
dark techno,6.360022,78.77000000000001,384930.4,61.40999999999999,85.69000000000001,8.92899999999999,-812.04,7.251,127.02259999999998,23.396,2.2
dark trap,18.02064471405449,69.58466487766867,190414.1004232732,66.35923899706707,4.21013518402072,18.82656496753671,-683.0484599167237,18.65369101088274,120.6501957159308,41.15641867150936,59.02043265848664
dark wave,12.489550107966881,48.965893502696126,268651.95751708816,66.38861800334168,30.90684645259628,18.92243066757803,-1149.3903555289735,5.10411965709728,132.36334157154252,44.48542393103973,37.33143711551606
darksynth,17.22892999999999,52.862500000000004,248615.75,75.64999999999999,62.3,18.72,-557.9875000000001,5.5024999999999995,127.658125,39.28,55.625
dayton indie,5.4114999999999895,46.91333333333334,204693.13888888888,76.73249999999999,15.005348305555549,18.325185185185187,-680.9314814814811,7.6323148148148094,136.80585648148153,43.024629629629615,45.86111111111112
dc hardcore,2.19254998611111,34.77602777777778,118808.06611111113,82.89513361111112,37.59193315263889,24.56934444444445,-1016.7815555555554,8.861515277777771,129.18245708333336,41.906916666666675,30.88208333333333
dc indie,64.1,59.5,311507.0,48.9,4.15,15.9,-968.0,14.499999999999998,132.35,19.6,43.0
death 'n' roll,0.005987250000000003,22.4625,279615.0,94.4125,45.172499999999985,23.025000000000002,-793.8125,8.65499999999999,127.41562500000002,24.45,40.5
death metal,2.37645009116456,30.845968578015757,276191.9321272852,90.5415979069256,37.365208636308076,20.114420195273848,-761.4469877012071,9.90306693715279,126.07117653661344,28.01070057460115,39.11040608488706
deathcore,6.73416211481481,41.15614814814814,231163.65148148144,90.95100000000004,17.80081782296295,19.782007407407402,-538.2181296296297,13.850048148148138,122.15595888888892,27.938037037037038,43.83555555555554
deathgrass,41.621181666666665,42.216,183408.9333333333,77.28333333333333,5.539245,18.719999999999988,-641.6166666666667,7.66433333333333,109.69206666666666,62.60199999999999,42.06666666666667
deathgrind,0.007251208333333336,26.29583333333333,241374.41666666663,91.89166666666668,55.342333333333336,16.26208333333333,-1037.0416666666665,9.10583333333333,107.12520833333336,26.685416666666672,39.125
deathrash,0.13660573297101,28.482499999999998,276961.78985507245,91.29971014492752,40.87079652173913,18.00622101449275,-883.7375362318842,8.219329710144919,128.91552536231887,24.435840579710142,38.32644927536232
deathrock,2.49623245833333,41.832208333333334,256124.44291666665,80.286625,28.38945478,20.47250833333333,-1024.956875,5.27074166666666,143.92882375000005,48.7602,35.14333333333333
deathstep,0.151075,42.625,275092.75,93.675,1.3299375,15.325,-327.475,8.04249999999999,127.00625,21.349999999999998,53.5
deep acoustic pop,0.357,41.9,214333.0,73.4,0.00232,24.3,-784.1,2.94,130.783,72.9,36.0
deep adult standards,76.45157931684273,51.085730916810505,161661.31562702212,33.94112570119912,1.10171191410398,22.84265463111729,-1133.0035463995237,5.79379884744822,114.03917352723084,57.46614249433939,23.099462874887237
deep big room,7.6116884848484805,64.9754657687991,239891.23501683504,82.08967452300784,22.97344354657688,18.68718911335577,-489.63647586980915,7.61276655443322,122.91668810325476,40.06297979797981,50.04416386083054
deep ccm,22.17636641875141,47.46187063331081,358053.0481857111,59.58087221095335,5.32316019641649,22.57993711967545,-803.791864998873,6.34343497858913,128.01480326797386,32.13069202163624,49.20986026594545
deep christian rock,50.516069023569024,50.58683501683503,259419.81456228957,39.59371212121212,2.5735508150673403,18.84441835016835,-1228.7659764309767,3.36861026936027,117.82544048821548,35.24741582491583,30.021464646464647
deep classic garage rock,3.38,57.00000000000001,147107.0,65.05,0.04525,22.25,-896.1999999999999,2.835,90.61,71.9,26.0
deep comedy,87.35,59.387499999999996,217327.75,54.1625,0.0685375,72.175,-972.65,74.07,92.96375,67.39999999999999,30.0
deep contemporary country,39.23020833333333,58.6125,190655.07291666672,55.10937499999999,0.00071715625,15.769999999999989,-1023.053125,3.163125,123.08906250000004,60.66458333333333,31.260416666666664
deep dance pop,10.545,71.05,257240.0,83.3,0.0,28.199999999999996,-370.8,15.15,129.50799999999998,44.4,73.5
deep delta blues,97.21428571428572,45.78571428571429,121092.5,7.82914285714285,12.42186628571428,19.15714285714285,-1473.9928571428572,4.35642857142857,107.09935714285712,36.50714285714285,0.7857142857142857
deep disco,9.2557956632653,71.81071428571428,421644.39583333343,67.32623299319727,11.15020675552721,13.654034863945569,-1093.81875,7.146254251700671,118.71869812925168,77.41781462585034,35.332482993197274
deep disco house,35.925000000000004,73.44999999999999,282474.5,64.2,32.210499999999996,13.425,-1014.9250000000001,4.33,137.4015,58.62500000000001,41.0
deep dnb,0.0708,47.8,353267.0,98.7,11.0,7.489999999999999,-291.3,10.2,140.04,32.4,45.0
deep east coast hip hop,21.061875,76.49249999999999,253295.35,70.9475,0.08020374999999999,17.0275,-725.0275,28.3075,118.38647499999998,74.85750000000002,43.325
deep euro house,32.014806666666665,69.29333333333334,234234.86666666664,66.38333333333334,2.94697473333333,21.16833333333333,-768.8966666666665,5.044,129.67533333333333,55.13333333333333,51.73333333333333
deep flow,1.5599999999999998,74.3,226800.0,84.1,0.0,13.3,-518.9,3.91,100.003,81.4,69.0
deep free jazz,27.500000000000004,49.1,179467.0,38.9,0.000124,25.6,-1524.5,3.18,86.62200000000001,46.0,36.0
deep freestyle,2.60477777777777,73.32222222222224,257723.1111111111,74.3,7.6028,16.52777777777778,-983.5444444444445,6.29222222222222,120.46255555555555,80.47777777777779,32.333333333333336
deep full on,0.019233999999999998,63.540000000000006,472583.0,91.97999999999999,84.38000000000001,13.688,-672.4599999999999,4.4799999999999995,144.79760000000005,28.560000000000002,0.0
deep funk,20.38023333333333,65.56666666666668,204559.66666666663,69.9,0.032677,16.869999999999997,-727.7666666666665,6.763333333333329,125.42966666666666,81.80000000000001,43.33333333333334
deep g funk,0.146,67.1,260622.0,79.93333333333332,0.0014599999999999995,30.18,-459.7666666666666,18.25666666666666,142.49166666666667,64.56666666666666,35.666666666666664
deep gothic post-punk,0.306,52.1,478493.0,82.0,70.7,10.2,-749.7,3.2,144.011,42.9,39.0
deep groove house,12.12144340336134,70.46571428571428,254354.10756302523,69.36097478991596,10.80088728613445,18.07898739495797,-720.8159243697477,5.95619747899159,121.61737415966384,51.90544537815126,43.81785714285714
deep house,15.07122891276369,73.2099317329752,308530.4320575233,64.99339712383191,31.26139772133624,15.229680543897931,-957.7552912539874,11.46817363326058,120.45319954115604,59.06966504392589,44.28532818532821
deep idm,58.540000000000006,61.36666666666667,341760.0,32.79999999999999,90.33333333333331,17.0,-1739.4333333333332,5.63666666666666,114.65566666666666,32.46666666666666,40.66666666666666
deep indian pop,61.77190749759498,62.09869723234856,260091.14719279265,43.198199903167,10.656218574410769,17.807041872357658,-1153.3904799878483,9.435673566808429,104.0317992267601,63.75937887648415,25.1412718981798
deep indie singer-songwriter,0.374,43.6,330400.0,92.2,0.0413,25.3,-327.9,6.2700000000000005,150.151,9.28,54.0
deep latin alternative,47.3,56.2,244307.0,21.7,0.0,20.5,-2072.300000000001,3.4000000000000004,109.843,69.1,43.0
deep latin christian,52.474999999999994,52.7625,233374.875,40.575,0.6960165,17.0325,-1059.8999999999999,3.18125,86.754625,39.2,53.5
deep melodic metalcore,0.254,53.0,243939.0,90.7,0.00391,10.0,-306.6,5.89,109.997,26.400000000000002,53.0
deep minimal techno,0.53035166666666,78.575,427211.0,77.09166666666665,57.95499999999999,9.32416666666666,-687.8166666666666,10.592500000000001,126.502,48.59999999999999,0.0
deep motown,81.26666666666665,54.53333333333333,141399.66666666663,43.63333333333334,6.900000000000001e-05,20.53333333333333,-1094.466666666667,3.82333333333333,118.17833333333331,78.63333333333333,13.666666666666664
deep new americana,44.1198320262312,55.4128055757621,245569.47397863705,53.713934191955914,4.08514799956571,17.14658456904109,-849.1800210458905,5.17448964181573,113.97055279534192,48.46779825166782,49.96240184283664
deep new wave,2.095,66.54166666666667,263424.5,69.85,4.21618883333333,18.49166666666666,-955.4666666666668,4.52166666666666,128.63941666666668,77.20000000000002,31.58333333333333
deep norteno,29.29691666666667,68.31787037037036,195524.79629629623,69.97148148148148,5.66316530092592,12.29953703703703,-669.7196296296296,4.923148148148139,111.04738425925925,80.17111111111109,36.584259259259255
deep northern soul,96.6,22.400000000000002,167867.0,20.4,0.000445,14.299999999999999,-1683.8000000000002,3.39,169.36700000000005,21.9,8.0
deep pop edm,29.73142857142857,61.550000000000004,213094.8571428572,49.00714285714286,1.23008071428571,9.91928571428571,-744.8642857142858,4.96071428571428,157.57428571428568,29.36571428571429,62.5
deep progressive house,0.0781,80.4,534194.0,65.6,93.2,64.8,-1047.5,6.329999999999999,123.994,24.0,0.0
deep psychobilly,0.00656,53.79999999999999,524200.0,97.1,82.4,10.4,-500.2,3.73,139.998,19.1,0.0
deep punk rock,2.48766,48.83333333333333,130000.0,81.33333333333333,44.703333333333326,15.379999999999999,-1010.9666666666667,3.72333333333333,148.59433333333334,90.16666666666669,35.0
deep r&b,15.5,42.6,182707.0,95.3,0.0,13.200000000000001,-328.2,10.6,169.93,67.8,51.0
deep ragga,18.38136363636363,74.52363636363636,217831.87272727277,54.44909090909091,0.68366363636363,11.37218181818182,-995.4536363636364,17.929272727272718,106.61746363636362,70.28636363636363,38.26363636363636
deep regional mexican,37.54490914862938,70.25518386290716,197572.0223031458,67.44417105389685,1.50975428401835,14.24895410069137,-618.7621116381818,8.06971971781289,123.0107028853563,85.48027433078818,49.10650510436697
deep smooth jazz,39.02833333333333,56.93333333333334,284371.0,49.30583333333334,63.001666666666665,12.30666666666666,-1312.6,3.75833333333333,103.50283333333331,55.848333333333336,46.83333333333334
deep soft rock,35.87463768115942,63.90086956521738,232361.8934782609,53.68340579710146,0.65140379130434,19.47584782608696,-1186.1535507246376,4.73033333333333,110.10655579710144,66.68942028985506,34.53405797101449
deep soul house,0.9450000000000001,75.6,464067.0,46.800000000000004,90.4,14.2,-1169.8,4.55,99.007,32.5,40.0
deep soundtrack,92.31619047619049,27.499047619047616,147278.43809523812,9.1307619047619,68.11909135238096,10.940285714285709,-2615.4676190476193,5.86238095238095,97.54562857142857,20.06152380952381,38.63809523809524
deep southern soul,65.55000000000001,61.74999999999999,156993.5,62.3,0.0014000000000000009,9.32,-699.05,3.1649999999999996,100.2515,84.84999999999998,23.5
deep southern trap,7.6384129055277,74.51717727478417,264535.7236163325,67.72821276280979,0.06635783826232,19.52556897016848,-595.4174623625036,24.61078003167641,117.35785784121764,53.634122197855746,44.17152386173768
deep space rock,65.0,34.0,442573.0,48.9,52.300000000000004,11.0,-987.1,4.89,140.359,62.8,0.0
deep talent show,37.312820326340315,58.950247086247074,205916.54242424245,61.943214452214455,0.03116857137529,12.33793892773892,-707.3545920745921,4.70442144522144,123.92988391608392,48.45652680652679,48.54890442890443
deep tech house,36.79508823529412,30.358823529411772,376114.5882352941,49.54705882352942,57.522941176470574,18.655882352941163,-1225.505882352941,3.91999999999999,129.69788235294118,34.25882352941177,35.23529411764706
deep techno,14.7,65.6,316232.0,81.7,91.7,8.110000000000001,-960.1000000000001,3.71,124.013,40.5,2.0
deep tropical house,17.05888888888888,71.77777777777777,239265.02222222227,71.46666666666665,21.66766073333333,15.80777777777778,-651.3044444444446,4.83588888888888,119.24545555555557,44.87666666666667,51.3
deep underground hip hop,18.01643169467787,70.02293417366946,219824.5772233893,68.54203081232492,0.0038725383578431375,25.51317051820728,-683.6220465686273,18.671871148459378,123.65402366946778,42.80356617647058,56.35477941176471
deep uplifting trance,0.36369166666666,56.12083333333333,261592.64583333328,93.30416666666667,54.95013625,27.322291666666672,-563.3625000000001,11.313333333333329,131.47150000000002,26.864583333333332,0.7291666666666666
delta blues,77.19774100803997,57.943922641619075,200740.8864885336,36.87644460834562,11.312377187561431,17.9874595072082,-1274.0044995648818,7.6982992154045995,117.2117471971324,59.91509347099632,24.42991440584134
dembow,10.88321428571428,85.59285714285714,205583.5357142857,84.43928571428572,22.14684285714285,7.46785714285714,-360.77857142857147,10.96535714285714,118.62692857142858,73.37857142857143,62.10714285714286
denpa-kei,10.28875,68.04999999999998,233088.125,59.387499999999996,16.926199999999998,9.565,-692.0125,14.305000000000001,120.02725,38.045,55.25
denton tx indie,24.75933333333333,59.75,272286.83333333326,75.58333333333334,0.008085,16.03,-715.0666666666666,9.139999999999999,123.6535,60.616666666666674,46.33333333333334
denver indie,27.55333333333333,55.57222222222221,271149.0,69.0,7.84559338888888,18.35555555555556,-691.0277777777778,3.3888888888888804,117.2305,57.099444444444444,44.5
depressive black metal,0.062299999999999994,81.3,522353.0,32.9,56.99999999999999,7.28,-1263.2,7.75,136.00799999999998,14.299999999999999,0.0
derby indie,3.3000000000000003,81.5,259893.0,60.5,68.4,11.4,-911.8000000000001,3.6799999999999997,102.643,79.5,63.0
desert blues,49.52916666666667,45.454166666666666,360091.75,45.02916666666666,21.02569166666666,13.880416666666658,-1225.9458333333337,4.1954166666666595,141.13808333333333,41.19166666666666,50.20833333333334
desi hip hop,26.78977142857143,71.06785714285715,241651.7023809524,71.81428571428572,19.14452142857143,15.310952380952369,-708.3785714285716,6.826190476190471,120.06730952380951,64.99833333333333,49.25
desi pop,45.329019333184725,63.30710655245433,286682.0394787655,57.927891464818835,7.41953682854566,15.621199434080141,-897.8710297347113,8.78510353209165,111.2900414294036,65.36817499932754,41.71135988026325
destroy techno,6.47877333333333,64.19015151515151,235872.9924242424,70.61060606060607,23.188281818181817,15.63590909090909,-627.8833333333334,7.57272727272727,120.84754545454544,26.796666666666667,62.47727272727272
detroit hip hop,11.88754469411496,70.889362686156,231571.67085013812,72.96523422649979,1.8314641540571701,29.031737578462508,-541.292242260953,23.0145859658694,109.820826714092,56.96491677994901,54.73912025485344
detroit house,10.8265,71.215,318294.65,71.88000000000001,48.84500000000001,15.174999999999999,-1196.59,6.056,119.02,64.469,51.5
detroit techno,4.57055,76.49000000000001,352827.9,60.78,80.13,41.74000000000001,-1236.3400000000001,6.65099999999999,121.308,33.344,44.0
detroit trap,12.74674343434343,72.46626262626263,212449.67272727276,68.25300505050505,3.20421636363636,17.58851515151515,-709.700505050505,19.75280808080808,127.40525833333336,50.707196969696966,54.98838383838383
detske pisnicky,88.2,14.6,71019.0,28.299999999999997,0.00020600000000000002,8.66,-1329.1000000000001,3.39,177.275,21.7,14.0
detskie pesni,65.2925,63.1625,130524.875,22.6875,0.013154,15.001249999999999,-1684.5125,7.255000000000001,109.39175,75.80000000000001,35.75
devon indie,42.4,59.099999999999994,201072.0,41.5,0.0299,11.1,-693.6,4.37,90.483,19.7,52.0
dfw rap,15.601220962541678,79.83941093445141,233769.8397678055,62.44616041900175,0.03070226144713,12.59962992098744,-747.0980628779389,25.14787262512626,135.7522813946891,54.83403614374475,52.91072481215493
dhrupad,98.6125,58.00535714285715,220379.1428571429,15.73428571428571,43.24194035714286,14.85214285714285,-1292.244642857143,15.805535714285709,87.86705357142857,54.04107142857143,10.517857142857142
digital hardcore,7.545805882352941,67.80588235294118,216758.61764705885,84.75882352941177,60.38039588235294,31.99117647058823,-660.2382352941175,10.872647058823521,136.69311764705878,40.46764705882353,54.735294117647065
dinner jazz,85.06,47.11333333333333,227262.66666666663,19.18,75.74000000000001,13.81533333333333,-1627.8299999999997,3.78733333333333,93.93193333333332,38.06666666666667,47.36666666666666
dirty south rap,9.88434631990304,74.55249087689093,263657.4674463762,67.99582524563989,0.42560063904059,21.84423842951206,-651.2392648024727,20.203644644780443,123.54280278539852,57.22295229047969,46.85655343919481
dirty texas rap,18.17461494708994,80.2520171957672,318199.8898809524,54.05416666666667,3.5662261127645403,22.42718915343914,-841.6597552910051,25.800238095238093,131.58906415343918,50.28323412698412,38.06944444444444
disco,25.50976953860058,66.47517265660592,287209.1416689016,61.673729129579435,8.23460132335496,16.561929585021538,-1032.2185657436144,6.06616211099414,116.50804058444297,71.94565850963407,40.193234841163466
disco house,6.77853104901721,70.89602041694685,254104.07246440928,79.47518508887623,14.983545187489488,19.355285353753,-678.7678576037254,8.151991333666329,125.7397433354935,62.76289319786964,52.1072755294814
disney,67.29522579656964,49.12201890426604,175480.84934968106,38.82688669788601,4.0584729978400205,19.17933538948001,-1285.4322271929411,9.436754012506709,106.34242945934092,49.09760921852182,47.18328465658613
diva house,5.976412050124201,70.66959080670287,301502.7766120374,77.88164319397077,20.203529144604428,15.766368205549238,-905.1981360258515,5.393382399688431,123.580491896657,70.81284698539008,48.72153172498001
dixieland,85.88244423232376,56.05191556462151,194020.83099132736,38.644348685427,39.81461928345674,21.22779699048063,-1237.175674912165,7.226461242434399,123.72091698339476,68.13476695394469,8.419713056760779
diy emo,3.2158833333333305,50.06666666666667,237296.16666666663,53.474999999999994,26.137995833333328,29.815,-1041.833333333333,5.157500000000001,138.09666666666666,32.258333333333326,34.583333333333336
djent,9.07435299583333,46.65791666666666,252723.4125,86.17854166666665,31.5887618125,22.863125,-638.4797916666668,10.49947916666666,131.2055,30.30933333333334,43.5375
dmv rap,18.926547608437318,71.8252815190635,210773.0781504301,63.73460790772171,6.335935450007931,15.95382823485125,-764.3292632435057,17.61801357334765,119.18413439496352,41.460246299771555,62.42988641438132
dominican pop,34.27568740098574,73.13650538518814,260005.6176741498,64.52189071131006,2.97297366681697,15.614114167106722,-777.3125237581831,6.8386091191258505,127.37225539056676,80.64198601122372,46.8842211961062
dong-yo,28.449999999999996,82.5,88628.0,87.55,0.0,19.994999999999997,-265.45,15.2,115.0555,65.05000000000001,70.0
doo-wop,66.75312223240499,51.30263286302282,153183.82705673366,48.60061177563375,1.09911322753432,20.31784889194951,-1001.3784474982062,5.55992116896514,123.7143024844722,66.66578669550121,33.359252225760805
doom metal,4.85125883854166,30.304956597222223,312823.01909722225,77.44205729166669,38.70099421701389,24.37899739583333,-845.9930121527779,5.85063802083333,123.27685416666664,33.057473958333325,38.52387152777778
double drumming,15.951061894755789,48.68444131745045,313322.93356519804,69.85209306848901,16.18270975771049,30.01325578891069,-874.7807529367009,7.1988396249702005,125.66340604505749,44.41914148843484,44.18045678964637
